timestamp,T_outdoor_C,RH_outdoor_pct,solar_irradiance_W_m2,T_sky_C
2022-10-03 02:00:00,10.31,66.8,0.0,7.31
2022-10-03 03:00:00,11.08,61.5,0.0,8.08
2022-10-03 04:00:00,11.19,60.3,0.0,8.19
2022-10-03 05:00:00,8.34,61.1,0.0,5.34
2022-10-03 06:00:00,7.74,66.1,0.0,4.74
2022-10-03 07:00:00,9.45,68.2,20.0,6.27
2022-10-03 08:00:00,9.34,70.9,50.0,5.91
2022-10-03 09:00:00,11.37,73.2,100.5,7.49
2022-10-03 10:00:00,14.32,79.7,178.7,9.75
2022-10-03 11:00:00,17.66,74.2,252.1,12.45
2022-10-03 12:00:00,16.34,77.8,271.6,10.96
2022-10-03 13:00:00,21.75,71.4,321.8,15.93
2022-10-03 14:00:00,23.77,83.5,327.5,17.9
2022-10-03 15:00:00,23.85,73.2,242.3,18.73
2022-10-03 16:00:00,25.77,73.7,157.1,21.4
2022-10-03 17:00:00,29.82,74.9,59.2,26.3
2022-10-03 18:00:00,25.73,74.0,0.0,22.73
2022-10-03 19:00:00,23.99,77.0,0.0,20.99
2022-10-03 20:00:00,17.81,74.9,0.0,14.81
2022-10-03 21:00:00,16.94,70.3,0.0,13.94
2022-10-03 22:00:00,16.39,71.4,0.0,13.39
2022-10-03 23:00:00,15.08,70.0,0.0,12.08
2022-10-04 00:00:00,12.61,63.6,0.0,9.61
2022-10-04 01:00:00,7.77,69.3,0.0,4.77
2022-10-04 02:00:00,8.26,64.5,0.0,5.26
2022-10-04 03:00:00,11.2,63.1,0.0,8.2
2022-10-04 04:00:00,10.23,64.6,0.0,7.23
2022-10-04 05:00:00,11.71,63.3,0.0,8.71
2022-10-04 06:00:00,9.42,65.9,0.0,6.42
2022-10-04 07:00:00,11.58,71.1,23.9,8.37
2022-10-04 08:00:00,12.15,65.7,69.6,8.54
2022-10-04 09:00:00,12.1,69.7,112.7,8.11
2022-10-04 10:00:00,12.12,77.5,135.9,7.93
2022-10-04 11:00:00,12.85,77.3,182.3,8.26
2022-10-04 12:00:00,14.99,81.5,234.2,9.94
2022-10-04 13:00:00,13.44,82.0,177.0,8.89
2022-10-04 14:00:00,13.54,77.9,186.5,8.91
2022-10-04 15:00:00,14.05,82.1,143.8,9.79
2022-10-04 16:00:00,12.08,84.2,66.2,8.5
2022-10-04 17:00:00,15.67,80.5,33.2,12.38
2022-10-04 18:00:00,13.45,77.9,0.0,10.45
2022-10-04 19:00:00,11.44,77.4,0.0,8.44
2022-10-04 20:00:00,8.68,75.5,0.0,5.68
2022-10-04 21:00:00,11.47,69.3,0.0,8.47
2022-10-04 22:00:00,11.56,66.2,0.0,8.56
2022-10-04 23:00:00,8.69,70.8,0.0,5.69
2022-10-05 00:00:00,10.06,64.2,0.0,7.06
2022-10-05 01:00:00,9.84,67.0,0.0,6.84
2022-10-05 02:00:00,9.99,62.4,0.0,6.99
2022-10-05 03:00:00,9.24,60.3,0.0,6.24
2022-10-05 04:00:00,8.05,64.0,0.0,5.05
2022-10-05 05:00:00,9.43,71.8,0.0,6.43
2022-10-05 06:00:00,9.3,66.9,0.0,6.3
2022-10-05 07:00:00,14.17,68.7,30.2,10.91
2022-10-05 08:00:00,12.85,70.4,76.8,9.18
2022-10-05 09:00:00,17.36,66.0,184.8,12.75
2022-10-05 10:00:00,18.41,76.6,213.5,13.55
2022-10-05 11:00:00,20.21,73.0,276.0,14.8
2022-10-05 12:00:00,22.88,70.6,336.6,16.93
2022-10-05 13:00:00,22.29,74.9,305.7,16.62
2022-10-05 14:00:00,24.47,75.7,298.0,18.86
2022-10-05 15:00:00,19.09,81.6,201.5,14.33
2022-10-05 16:00:00,17.63,77.7,114.5,13.62
2022-10-05 17:00:00,15.49,87.7,29.9,12.23
2022-10-05 18:00:00,12.48,76.9,0.0,9.48
2022-10-05 19:00:00,11.41,80.0,0.0,8.41
2022-10-05 20:00:00,11.38,69.9,0.0,8.38
2022-10-05 21:00:00,11.84,72.6,0.0,8.84
2022-10-05 22:00:00,11.28,71.8,0.0,8.28
2022-10-05 23:00:00,8.97,66.0,0.0,5.97
2022-10-06 00:00:00,8.84,71.8,0.0,5.84
2022-10-06 01:00:00,8.52,67.2,0.0,5.52
2022-10-06 02:00:00,10.1,63.1,0.0,7.1
2022-10-06 03:00:00,11.58,64.3,0.0,8.58
2022-10-06 04:00:00,11.82,61.5,0.0,8.82
2022-10-06 05:00:00,10.54,68.6,0.0,7.54
2022-10-06 06:00:00,10.13,69.7,0.0,7.13
2022-10-06 07:00:00,10.22,69.8,17.3,7.07
2022-10-06 08:00:00,11.01,72.5,58.4,7.5
2022-10-06 09:00:00,13.07,67.8,134.2,8.89
2022-10-06 10:00:00,15.98,77.8,219.7,11.06
2022-10-06 11:00:00,17.19,74.9,227.1,12.21
2022-10-06 12:00:00,18.37,79.8,317.5,12.59
2022-10-06 13:00:00,19.55,79.9,277.2,14.13
2022-10-06 14:00:00,19.1,81.9,261.7,13.81
2022-10-06 15:00:00,17.55,76.9,155.5,13.19
2022-10-06 16:00:00,14.09,78.7,75.6,10.43
2022-10-06 17:00:00,12.58,87.9,23.6,9.37
2022-10-06 18:00:00,13.16,74.7,0.0,10.16
2022-10-06 19:00:00,11.08,75.0,0.0,8.08
2022-10-06 20:00:00,9.82,76.6,0.0,6.82
2022-10-06 21:00:00,9.87,74.0,0.0,6.87
2022-10-06 22:00:00,9.97,69.6,0.0,6.97
2022-10-06 23:00:00,6.89,72.2,0.0,3.89
2022-10-07 00:00:00,8.12,70.3,0.0,5.12
2022-10-07 01:00:00,9.83,65.1,0.0,6.83
2022-10-07 02:00:00,7.21,64.6,0.0,4.21
2022-10-07 03:00:00,5.63,65.8,0.0,2.63
2022-10-07 04:00:00,8.49,63.3,0.0,5.49
2022-10-07 05:00:00,8.86,60.5,0.0,5.86
2022-10-07 06:00:00,5.4,69.8,0.0,2.4
2022-10-07 07:00:00,4.03,74.0,17.2,0.88
2022-10-07 08:00:00,5.25,73.0,47.4,1.83
2022-10-07 09:00:00,4.73,69.6,83.8,0.99
2022-10-07 10:00:00,5.8,76.7,107.7,1.85
2022-10-07 11:00:00,7.68,82.6,114.1,3.68
2022-10-07 12:00:00,12.22,75.4,180.2,7.64
2022-10-07 13:00:00,12.84,83.0,164.9,8.39
2022-10-07 14:00:00,15.9,79.1,209.2,11.06
2022-10-07 15:00:00,19.21,79.1,186.9,14.57
2022-10-07 16:00:00,22.04,75.3,119.5,17.99
2022-10-07 17:00:00,22.08,72.9,44.8,18.69
2022-10-07 18:00:00,17.31,81.4,0.0,14.31
2022-10-07 19:00:00,17.35,77.5,0.0,14.35
2022-10-07 20:00:00,18.34,74.1,0.0,15.34
2022-10-07 21:00:00,16.87,73.0,0.0,13.87
2022-10-07 22:00:00,19.06,68.1,0.0,16.06
2022-10-07 23:00:00,19.39,66.9,0.0,16.39
2022-10-08 00:00:00,19.14,60.0,0.0,16.14
2022-10-08 01:00:00,20.22,64.0,0.0,17.22
2022-10-08 02:00:00,19.99,62.8,0.0,16.99
2022-10-08 03:00:00,14.43,62.6,0.0,11.43
2022-10-08 04:00:00,13.46,61.4,0.0,10.46
2022-10-08 05:00:00,16.27,58.2,0.0,13.27
2022-10-08 06:00:00,15.26,64.6,0.0,12.26
2022-10-08 07:00:00,15.74,70.8,25.0,12.52
2022-10-08 08:00:00,14.78,65.2,76.5,11.11
2022-10-08 09:00:00,19.67,71.9,177.8,15.11
2022-10-08 10:00:00,24.18,67.7,348.0,18.13
2022-10-08 11:00:00,23.3,70.8,370.7,17.06
2022-10-08 12:00:00,24.43,70.0,355.2,18.32
2022-10-08 13:00:00,23.65,73.2,355.6,17.54
2022-10-08 14:00:00,25.25,77.6,307.7,19.55
2022-10-08 15:00:00,26.25,77.8,246.4,21.09
2022-10-08 16:00:00,27.47,75.3,160.2,23.07
2022-10-08 17:00:00,27.34,72.1,50.2,23.9
2022-10-08 18:00:00,32.1,66.3,0.0,29.1
2022-10-08 19:00:00,28.41,69.6,0.0,25.41
2022-10-08 20:00:00,23.32,68.5,0.0,20.32
2022-10-08 21:00:00,20.98,68.8,0.0,17.98
2022-10-08 22:00:00,16.33,66.9,0.0,13.33
2022-10-08 23:00:00,12.09,66.7,0.0,9.09
2022-10-09 00:00:00,9.06,67.4,0.0,6.06
2022-10-09 01:00:00,6.62,67.6,0.0,3.62
2022-10-09 02:00:00,4.49,70.3,0.0,1.49
2022-10-09 03:00:00,5.72,64.7,0.0,2.72
2022-10-09 04:00:00,5.17,67.9,0.0,2.17
2022-10-09 05:00:00,5.64,72.5,0.0,2.64
2022-10-09 06:00:00,8.55,68.9,0.0,5.55
2022-10-09 07:00:00,8.28,72.9,13.3,5.16
2022-10-09 08:00:00,9.25,69.5,47.8,5.83
2022-10-09 09:00:00,11.57,70.6,93.2,7.76
2022-10-09 10:00:00,9.23,76.0,114.8,5.23
2022-10-09 11:00:00,6.1,80.3,131.5,1.95
2022-10-09 12:00:00,8.48,84.6,135.4,4.29
2022-10-09 13:00:00,10.84,79.6,138.5,6.63
2022-10-09 14:00:00,15.97,80.0,213.2,11.1
2022-10-09 15:00:00,16.73,83.4,151.8,12.4
2022-10-09 16:00:00,18.44,79.6,114.2,14.44
2022-10-09 17:00:00,17.7,78.3,28.9,14.44
2022-10-09 18:00:00,17.66,77.5,0.0,14.66
2022-10-09 19:00:00,20.08,70.1,0.0,17.08
2022-10-09 20:00:00,14.57,70.4,0.0,11.57
2022-10-09 21:00:00,14.27,66.6,0.0,11.27
2022-10-09 22:00:00,17.36,67.9,0.0,14.36
2022-10-09 23:00:00,16.62,68.0,0.0,13.62
2022-10-10 00:00:00,18.65,64.4,0.0,15.65
2022-10-10 01:00:00,16.32,65.1,0.0,13.32
2022-10-10 02:00:00,15.54,65.4,0.0,12.54
2022-10-10 03:00:00,15.24,61.3,0.0,12.24
2022-10-10 04:00:00,10.79,63.2,0.0,7.79
2022-10-10 05:00:00,9.0,69.7,0.0,6.0
2022-10-10 06:00:00,7.75,65.4,0.0,4.75
2022-10-10 07:00:00,10.69,64.6,17.9,7.54
2022-10-10 08:00:00,13.81,68.0,66.5,10.23
2022-10-10 09:00:00,15.82,69.2,156.5,11.45
2022-10-10 10:00:00,18.79,71.8,258.2,13.53
2022-10-10 11:00:00,19.62,71.1,271.6,14.24
2022-10-10 12:00:00,23.03,75.1,383.4,16.67
2022-10-10 13:00:00,23.69,73.6,325.1,17.84
2022-10-10 14:00:00,24.16,79.7,275.4,18.75
2022-10-10 15:00:00,23.65,73.1,231.3,18.63
2022-10-10 16:00:00,24.74,75.3,144.8,20.48
2022-10-10 17:00:00,23.23,74.5,35.6,19.92
2022-10-10 18:00:00,24.27,74.1,0.0,21.27
2022-10-10 19:00:00,20.75,75.9,0.0,17.75
2022-10-10 20:00:00,17.26,73.2,0.0,14.26
2022-10-10 21:00:00,17.37,69.4,0.0,14.37
2022-10-10 22:00:00,15.85,70.0,0.0,12.85
2022-10-10 23:00:00,13.7,69.1,0.0,10.7
2022-10-11 00:00:00,14.36,64.9,0.0,11.36
2022-10-11 01:00:00,12.27,64.7,0.0,9.27
2022-10-11 02:00:00,11.36,65.0,0.0,8.36
2022-10-11 03:00:00,14.0,56.4,0.0,11.0
2022-10-11 04:00:00,17.12,59.1,0.0,14.12
2022-10-11 05:00:00,20.48,60.6,0.0,17.48
2022-10-11 06:00:00,20.29,60.3,0.0,17.29
2022-10-11 07:00:00,23.41,60.8,34.0,20.12
2022-10-11 08:00:00,22.25,65.8,133.7,18.08
2022-10-11 09:00:00,21.37,68.9,195.2,16.66
2022-10-11 10:00:00,17.71,73.5,212.2,12.85
2022-10-11 11:00:00,22.26,69.9,327.1,16.4
2022-10-11 12:00:00,21.4,70.5,307.4,15.71
2022-10-11 13:00:00,21.86,78.5,350.3,15.8
2022-10-11 14:00:00,20.48,75.6,255.2,15.25
2022-10-11 15:00:00,22.08,74.9,203.1,17.3
2022-10-11 16:00:00,21.12,74.8,108.0,17.18
2022-10-11 17:00:00,18.02,81.5,29.8,14.76
2022-10-11 18:00:00,18.24,77.0,0.0,15.24
2022-10-11 19:00:00,14.42,77.2,0.0,11.42
2022-10-11 20:00:00,11.76,77.2,0.0,8.76
2022-10-11 21:00:00,6.55,75.0,0.0,3.55
2022-10-11 22:00:00,2.9,77.4,0.0,-0.1
2022-10-11 23:00:00,2.66,68.5,0.0,-0.34
2022-10-12 00:00:00,-1.85,68.9,0.0,-4.85
2022-10-12 01:00:00,-4.87,68.6,0.0,-7.87
2022-10-12 02:00:00,-4.54,72.2,0.0,-7.54
2022-10-12 03:00:00,-5.0,72.3,0.0,-8.0
2022-10-12 04:00:00,-0.03,67.2,0.0,-3.03
2022-10-12 05:00:00,4.71,66.6,0.0,1.71
2022-10-12 06:00:00,4.13,73.0,0.0,1.13
2022-10-12 07:00:00,6.71,67.9,11.8,3.61
2022-10-12 08:00:00,9.77,71.7,53.1,6.3
2022-10-12 09:00:00,10.13,71.2,93.6,6.31
2022-10-12 10:00:00,8.74,79.8,106.1,4.81
2022-10-12 11:00:00,10.36,80.0,147.3,6.07
2022-10-12 12:00:00,11.47,75.4,171.0,6.97
2022-10-12 13:00:00,11.81,80.3,164.3,7.37
2022-10-12 14:00:00,13.63,74.9,159.9,9.23
2022-10-12 15:00:00,12.68,84.7,113.7,8.68
2022-10-12 16:00:00,10.63,88.8,58.6,7.12
2022-10-12 17:00:00,10.87,75.0,15.5,7.74
2022-10-12 18:00:00,11.34,75.4,0.0,8.34
2022-10-12 19:00:00,8.37,79.6,0.0,5.37
2022-10-12 20:00:00,9.54,76.1,0.0,6.54
2022-10-12 21:00:00,5.11,74.5,0.0,2.11
2022-10-12 22:00:00,3.21,68.9,0.0,0.21
2022-10-12 23:00:00,2.08,73.2,0.0,-0.92
2022-10-13 00:00:00,0.25,73.7,0.0,-2.75
2022-10-13 01:00:00,-1.05,78.6,0.0,-4.05
2022-10-13 02:00:00,2.84,71.1,0.0,-0.16
2022-10-13 03:00:00,1.39,63.6,0.0,-1.61
2022-10-13 04:00:00,6.93,65.0,0.0,3.93
2022-10-13 05:00:00,8.52,67.1,0.0,5.52
2022-10-13 06:00:00,9.67,64.2,0.0,6.67
2022-10-13 07:00:00,11.8,69.6,14.7,8.68
2022-10-13 08:00:00,18.16,68.6,93.7,14.34
2022-10-13 09:00:00,17.31,73.3,144.3,13.04
2022-10-13 10:00:00,16.3,75.1,214.8,11.42
2022-10-13 11:00:00,16.06,76.0,232.4,11.02
2022-10-13 12:00:00,17.29,74.7,238.3,12.2
2022-10-13 13:00:00,14.75,75.6,225.9,9.77
2022-10-13 14:00:00,15.58,80.7,171.7,11.08
2022-10-13 15:00:00,19.41,77.3,194.6,14.71
2022-10-13 16:00:00,19.63,77.1,95.0,15.8
2022-10-13 17:00:00,18.61,80.9,27.1,15.38
2022-10-13 18:00:00,16.68,81.0,0.0,13.68
2022-10-13 19:00:00,17.59,70.7,0.0,14.59
2022-10-13 20:00:00,14.78,72.8,0.0,11.78
2022-10-13 21:00:00,17.32,68.2,0.0,14.32
2022-10-13 22:00:00,19.83,66.6,0.0,16.83
2022-10-13 23:00:00,18.89,57.0,0.0,15.89
2022-10-14 00:00:00,17.47,57.9,0.0,14.47
2022-10-14 01:00:00,18.49,59.9,0.0,15.49
2022-10-14 02:00:00,19.84,60.9,0.0,16.84
2022-10-14 03:00:00,17.63,59.5,0.0,14.63
2022-10-14 04:00:00,16.42,62.3,0.0,13.42
2022-10-14 05:00:00,14.01,63.0,0.0,11.01
2022-10-14 06:00:00,15.51,67.1,0.0,12.51
2022-10-14 07:00:00,17.73,68.7,25.0,14.51
2022-10-14 08:00:00,16.03,65.2,74.3,12.38
2022-10-14 09:00:00,16.35,72.6,163.0,11.92
2022-10-14 10:00:00,14.93,74.8,170.4,10.44
2022-10-14 11:00:00,14.46,83.4,212.4,9.61
2022-10-14 12:00:00,16.81,74.4,275.7,11.39
2022-10-14 13:00:00,16.27,78.3,243.9,11.14
2022-10-14 14:00:00,16.38,76.5,186.6,11.75
2022-10-14 15:00:00,13.52,78.4,116.2,9.5
2022-10-14 16:00:00,14.1,81.9,70.7,10.48
2022-10-14 17:00:00,13.85,80.5,18.2,10.69
2022-10-14 18:00:00,11.93,80.9,0.0,8.93
2022-10-14 19:00:00,10.9,79.2,0.0,7.9
2022-10-14 20:00:00,10.43,74.8,0.0,7.43
2022-10-14 21:00:00,7.86,73.5,0.0,4.86
2022-10-14 22:00:00,4.02,70.6,0.0,1.02
2022-10-14 23:00:00,6.96,67.5,0.0,3.96
2022-10-15 00:00:00,4.89,68.3,0.0,1.89
2022-10-15 01:00:00,4.28,67.8,0.0,1.28
2022-10-15 02:00:00,6.17,67.4,0.0,3.17
2022-10-15 03:00:00,13.3,63.2,0.0,10.3
2022-10-15 04:00:00,10.87,67.6,0.0,7.87
2022-10-15 05:00:00,12.28,60.3,0.0,9.28
2022-10-15 06:00:00,11.63,64.5,0.0,8.63
2022-10-15 07:00:00,11.62,64.6,14.8,8.49
2022-10-15 08:00:00,11.48,73.5,60.3,7.95
2022-10-15 09:00:00,10.68,71.2,90.4,6.89
2022-10-15 10:00:00,12.16,78.0,140.2,7.93
2022-10-15 11:00:00,10.67,82.1,131.0,6.52
2022-10-15 12:00:00,13.99,79.4,186.2,9.36
2022-10-15 13:00:00,15.17,80.0,230.5,10.15
2022-10-15 14:00:00,16.77,79.4,216.0,11.88
2022-10-15 15:00:00,16.21,79.0,128.8,12.08
2022-10-15 16:00:00,15.54,78.6,85.4,11.79
2022-10-15 17:00:00,15.88,78.3,19.9,12.7
2022-10-15 18:00:00,12.98,84.1,0.0,9.98
2022-10-15 19:00:00,11.55,74.1,0.0,8.55
2022-10-15 20:00:00,8.97,76.8,0.0,5.97
2022-10-15 21:00:00,6.31,77.0,0.0,3.31
2022-10-15 22:00:00,1.28,74.0,0.0,-1.72
2022-10-15 23:00:00,3.42,72.6,0.0,0.42
2022-10-16 00:00:00,1.41,65.7,0.0,-1.59
2022-10-16 01:00:00,3.49,71.5,0.0,0.49
2022-10-16 02:00:00,5.53,68.9,0.0,2.53
2022-10-16 03:00:00,3.06,66.1,0.0,0.06
2022-10-16 04:00:00,1.45,64.9,0.0,-1.55
2022-10-16 05:00:00,7.54,67.9,0.0,4.54
2022-10-16 06:00:00,12.04,61.4,0.0,9.04
2022-10-16 07:00:00,13.03,63.4,15.5,9.89
2022-10-16 08:00:00,14.76,67.8,67.7,11.17
2022-10-16 09:00:00,14.79,75.1,123.4,10.71
2022-10-16 10:00:00,17.0,74.0,215.1,12.12
2022-10-16 11:00:00,16.78,72.6,247.5,11.61
2022-10-16 12:00:00,13.83,73.1,185.1,9.21
2022-10-16 13:00:00,12.26,80.6,175.9,7.72
2022-10-16 14:00:00,13.2,81.8,145.8,8.92
2022-10-16 15:00:00,11.48,82.0,109.6,7.52
2022-10-16 16:00:00,11.64,87.2,58.3,8.13
2022-10-16 17:00:00,9.45,81.5,9.3,6.36
2022-10-16 18:00:00,7.62,74.4,0.0,4.62
2022-10-16 19:00:00,8.88,77.3,0.0,5.88
2022-10-16 20:00:00,8.65,77.6,0.0,5.65
2022-10-16 21:00:00,7.76,75.2,0.0,4.76
2022-10-16 22:00:00,8.63,70.5,0.0,5.63
2022-10-16 23:00:00,8.68,67.6,0.0,5.68
2022-10-17 00:00:00,10.67,59.5,0.0,7.67
2022-10-17 01:00:00,9.03,64.9,0.0,6.03
2022-10-17 02:00:00,7.79,63.3,0.0,4.79
2022-10-17 03:00:00,5.18,66.0,0.0,2.18
2022-10-17 04:00:00,4.77,67.3,0.0,1.77
2022-10-17 05:00:00,7.5,69.2,0.0,4.5
2022-10-17 06:00:00,11.09,62.4,0.0,8.09
2022-10-17 07:00:00,14.11,61.9,16.7,10.96
2022-10-17 08:00:00,11.68,67.7,50.8,8.24
2022-10-17 09:00:00,15.28,68.0,142.3,11.04
2022-10-17 10:00:00,12.92,71.5,140.6,8.69
2022-10-17 11:00:00,16.13,79.1,233.1,11.09
2022-10-17 12:00:00,16.54,77.1,241.2,11.43
2022-10-17 13:00:00,18.87,83.0,284.7,13.38
2022-10-17 14:00:00,16.77,79.1,209.8,11.93
2022-10-17 15:00:00,19.47,74.6,158.7,15.08
2022-10-17 16:00:00,16.44,76.9,83.6,12.7
2022-10-17 17:00:00,14.81,82.2,14.8,11.68
2022-10-17 18:00:00,12.28,75.4,0.0,9.28
2022-10-17 19:00:00,8.09,80.5,0.0,5.09
2022-10-17 20:00:00,7.58,75.6,0.0,4.58
2022-10-17 21:00:00,10.37,69.9,0.0,7.37
2022-10-17 22:00:00,14.68,72.1,0.0,11.68
2022-10-17 23:00:00,13.66,64.3,0.0,10.66
2022-10-18 00:00:00,14.73,60.9,0.0,11.73
2022-10-18 01:00:00,14.27,61.7,0.0,11.27
2022-10-18 02:00:00,14.62,59.3,0.0,11.62
2022-10-18 03:00:00,13.58,67.6,0.0,10.58
2022-10-18 04:00:00,13.99,64.3,0.0,10.99
2022-10-18 05:00:00,15.41,59.6,0.0,12.41
2022-10-18 06:00:00,14.84,61.9,0.0,11.84
2022-10-18 07:00:00,15.58,58.9,14.5,12.46
2022-10-18 08:00:00,16.55,67.3,72.1,12.92
2022-10-18 09:00:00,19.39,65.8,153.2,15.05
2022-10-18 10:00:00,18.36,71.4,240.8,13.26
2022-10-18 11:00:00,19.4,67.2,240.9,14.29
2022-10-18 12:00:00,24.19,72.7,372.0,17.94
2022-10-18 13:00:00,27.07,78.0,389.5,20.66
2022-10-18 14:00:00,29.91,72.6,298.1,24.3
2022-10-18 15:00:00,29.66,70.6,234.0,24.61
2022-10-18 16:00:00,29.68,72.5,120.4,25.62
2022-10-18 17:00:00,30.72,70.9,25.9,27.5
2022-10-18 18:00:00,32.51,75.2,0.0,29.51
2022-10-18 19:00:00,26.91,68.3,0.0,23.91
2022-10-18 20:00:00,22.63,65.4,0.0,19.63
2022-10-18 21:00:00,23.67,66.0,0.0,20.67
2022-10-18 22:00:00,21.42,65.1,0.0,18.42
2022-10-18 23:00:00,18.52,65.2,0.0,15.52
2022-10-19 00:00:00,14.61,65.6,0.0,11.61
2022-10-19 01:00:00,12.57,68.6,0.0,9.57
2022-10-19 02:00:00,9.2,61.6,0.0,6.2
2022-10-19 03:00:00,13.29,59.0,0.0,10.29
2022-10-19 04:00:00,13.28,55.8,0.0,10.28
2022-10-19 05:00:00,13.53,64.2,0.0,10.53
2022-10-19 06:00:00,15.39,60.3,0.0,12.39
2022-10-19 07:00:00,18.18,66.3,17.6,15.02
2022-10-19 08:00:00,21.02,63.1,91.7,17.22
2022-10-19 09:00:00,24.12,70.8,201.6,19.36
2022-10-19 10:00:00,23.73,64.1,258.6,18.46
2022-10-19 11:00:00,23.99,73.8,369.2,17.76
2022-10-19 12:00:00,26.27,74.3,355.0,20.16
2022-10-19 13:00:00,25.65,75.1,336.2,19.71
2022-10-19 14:00:00,25.85,71.1,310.3,20.14
2022-10-19 15:00:00,26.54,76.0,196.4,21.83
2022-10-19 16:00:00,27.64,73.9,125.7,23.54
2022-10-19 17:00:00,23.23,69.2,21.3,20.04
2022-10-19 18:00:00,23.69,77.6,0.0,20.69
2022-10-19 19:00:00,21.96,70.7,0.0,18.96
2022-10-19 20:00:00,21.97,73.7,0.0,18.97
2022-10-19 21:00:00,21.98,66.5,0.0,18.98
2022-10-19 22:00:00,23.58,66.3,0.0,20.58
2022-10-19 23:00:00,24.61,57.8,0.0,21.61
2022-10-20 00:00:00,25.59,58.4,0.0,22.59
2022-10-20 01:00:00,27.0,55.9,0.0,24.0
2022-10-20 02:00:00,26.29,53.8,0.0,23.29
2022-10-20 03:00:00,25.4,52.3,0.0,22.4
2022-10-20 04:00:00,26.57,45.5,0.0,23.57
2022-10-20 05:00:00,27.73,52.5,0.0,24.73
2022-10-20 06:00:00,27.08,59.1,0.0,24.08
2022-10-20 07:00:00,28.16,54.3,20.6,24.98
2022-10-20 08:00:00,28.54,57.2,130.0,24.4
2022-10-20 09:00:00,27.41,59.6,226.1,22.43
2022-10-20 10:00:00,30.68,65.5,268.6,25.33
2022-10-20 11:00:00,31.3,64.3,320.8,25.5
2022-10-20 12:00:00,35.77,70.5,375.1,29.49
2022-10-20 13:00:00,32.47,72.2,373.5,26.2
2022-10-20 14:00:00,31.22,72.3,316.7,25.45
2022-10-20 15:00:00,30.91,73.1,212.9,26.05
2022-10-20 16:00:00,32.49,68.7,112.3,28.51
2022-10-20 17:00:00,32.18,67.9,23.0,28.98
2022-10-20 18:00:00,31.39,71.1,0.0,28.39
2022-10-20 19:00:00,27.48,71.6,0.0,24.48
2022-10-20 20:00:00,23.48,70.6,0.0,20.48
2022-10-20 21:00:00,22.49,64.9,0.0,19.49
2022-10-20 22:00:00,18.12,64.8,0.0,15.12
2022-10-20 23:00:00,15.65,62.0,0.0,12.65
2022-10-21 00:00:00,15.38,65.1,0.0,12.38
2022-10-21 01:00:00,12.44,56.8,0.0,9.44
2022-10-21 02:00:00,15.08,53.7,0.0,12.08
2022-10-21 03:00:00,17.13,52.9,0.0,14.13
2022-10-21 04:00:00,13.82,54.5,0.0,10.82
2022-10-21 05:00:00,12.29,66.8,0.0,9.29
2022-10-21 06:00:00,8.45,68.6,0.0,5.45
2022-10-21 07:00:00,8.09,64.9,6.1,5.03
2022-10-21 08:00:00,11.06,69.1,55.3,7.58
2022-10-21 09:00:00,11.68,76.1,105.9,7.75
2022-10-21 10:00:00,14.08,74.6,155.8,9.71
2022-10-21 11:00:00,12.37,82.7,158.5,7.98
2022-10-21 12:00:00,15.27,76.6,218.5,10.36
2022-10-21 13:00:00,15.14,76.6,213.6,10.27
2022-10-21 14:00:00,15.89,76.0,201.3,11.13
2022-10-21 15:00:00,16.09,79.5,138.6,11.87
2022-10-21 16:00:00,13.59,83.2,66.5,10.0
2022-10-21 17:00:00,11.11,80.9,8.9,8.03
2022-10-21 18:00:00,12.68,77.2,0.0,9.68
2022-10-21 19:00:00,12.75,79.9,0.0,9.75
2022-10-21 20:00:00,13.9,74.7,0.0,10.9
2022-10-21 21:00:00,13.39,70.5,0.0,10.39
2022-10-21 22:00:00,12.48,66.4,0.0,9.48
2022-10-21 23:00:00,7.9,67.8,0.0,4.9
2022-10-22 00:00:00,6.47,68.5,0.0,3.47
2022-10-22 01:00:00,5.88,63.5,0.0,2.88
2022-10-22 02:00:00,9.54,59.3,0.0,6.54
2022-10-22 03:00:00,10.79,60.6,0.0,7.79
2022-10-22 04:00:00,14.0,60.6,0.0,11.0
2022-10-22 05:00:00,15.52,65.1,0.0,12.52
2022-10-22 06:00:00,14.66,59.6,0.0,11.66
2022-10-22 07:00:00,15.78,65.2,11.8,12.68
2022-10-22 08:00:00,17.31,65.4,74.1,13.66
2022-10-22 09:00:00,16.56,68.5,133.5,12.39
2022-10-22 10:00:00,17.01,76.1,200.9,12.26
2022-10-22 11:00:00,17.79,73.8,251.7,12.58
2022-10-22 12:00:00,22.03,70.7,286.9,16.52
2022-10-22 13:00:00,18.5,79.5,242.7,13.38
2022-10-22 14:00:00,21.46,78.8,231.0,16.44
2022-10-22 15:00:00,19.69,74.6,164.4,15.25
2022-10-22 16:00:00,16.8,75.1,69.8,13.19
2022-10-22 17:00:00,18.83,77.9,13.5,15.71
2022-10-22 18:00:00,19.53,74.6,0.0,16.53
2022-10-22 19:00:00,20.97,70.5,0.0,17.97
2022-10-22 20:00:00,21.2,72.6,0.0,18.2
2022-10-22 21:00:00,23.8,63.8,0.0,20.8
2022-10-22 22:00:00,23.19,64.5,0.0,20.19
2022-10-22 23:00:00,21.21,65.4,0.0,18.21
2022-10-23 00:00:00,20.34,59.1,0.0,17.34
2022-10-23 01:00:00,21.59,52.4,0.0,18.59
