run_id,asset_id,asset_type,failure_time,fault_type,severity,severity_category,repair_time_h,total_downtime_h,restoration_time,temperature_stress_factor,load_stress_factor,combined_stress_multiplier
143,CT_001,CoolingTower,2025-05-07 10:17:55.279927,Fill media degradation,2,MEDIUM,8.960007887960428,8.960007887960428,2025-05-07 19:15:31.308324,0.9888699374859834,0.9432265886220119,0.9327284177257663
144,FCU_008,FCU,2025-05-12 22:19:19.706260,Fan motor failure,2,MEDIUM,4.818375812871858,4.818375812871858,2025-05-13 03:08:25.859186,1.11888665076188,1.011087655758988,1.131292480778855
145,FCU_029,FCU,2024-08-01 14:38:48.807047,Filter blockage,1,LOW,0.9891681640056018,0.9891681640056018,2024-08-01 15:38:09.812437,0.995785490603774,1.12031599104523,1.1155944087742276
145,HP_001,HeatPump,2024-08-10 12:13:00.586554,Heat exchanger fouling,2,MEDIUM,3.662755194237158,3.662755194237158,2024-08-10 15:52:46.505253,1.009352706574729,1.0045376703662101,1.0139328164404071
145,FCU_020,FCU,2025-03-11 12:20:06.885249,Filter blockage,1,LOW,1.466393838994103,1.466393838994103,2025-03-11 13:48:05.903069,1.0091268845560792,0.9031390538818564,0.9113818997647227
145,FCU_032,FCU,2025-04-12 14:49:28.325037,Coil fouling,1,LOW,1.5268178262676384,1.5268178262676384,2025-04-12 16:21:04.869212,1.2333570222029424,1.0270645375196972,1.266737259605536
146,HP_001,HeatPump,2023-12-30 05:49:03.466130,Refrigerant leak,3,HIGH,6.579335876103196,6.579335876103196,2023-12-30 12:23:49.075284,1.019161214426288,1.0515281828314644,1.0716767398179832
146,FCU_021,FCU,2024-12-12 13:16:18.553944,Fan motor failure,2,MEDIUM,5.699194949015873,5.699194949015873,2024-12-12 18:58:15.655760,0.8166834696890127,1.0035947964735983,0.8196192805458968
146,FCU_042,FCU,2025-05-03 14:09:05.588850,Filter blockage,1,LOW,0.9400473312267844,0.9400473312267844,2025-05-03 15:05:29.759242,1.0629032682300954,1.055563267263505,1.1219616465980171
146,FCU_034,FCU,2025-05-10 17:17:33.509232,Fan motor failure,2,MEDIUM,4.573088489911594,4.573088489911594,2025-05-10 21:51:56.627796,1.0309471571462585,1.0268518226493957,1.0586299673708486
147,FCU_031,FCU,2023-10-07 05:39:14.543538,Filter blockage,1,LOW,1.1426007208042028,1.1426007208042028,2023-10-07 06:47:47.906133,0.9245395252502588,0.9319889029251196,0.8616605778488996
147,FCU_027,FCU,2024-05-03 08:30:48.457925,Filter blockage,1,LOW,0.8942733625019237,0.8942733625019237,2024-05-03 09:24:27.842030,1.024021798941068,1.082891258624462,1.1089042547141787
147,FCU_015,FCU,2024-09-10 08:04:35.622696,Thermostat failure,1,LOW,1.2789995834862429,1.2789995834862429,2024-09-10 09:21:20.021197,1.0654105895573904,1.0872442654044876,1.158361553797487
147,HP_002,HeatPump,2024-10-21 08:26:01.700979,Compressor degradation,4,CRITICAL,10.162968344168345,10.162968344168345,2024-10-21 18:35:48.387018,1.0245169945712853,0.9705884035242067,0.9943843141443621
147,CT_001,CoolingTower,2024-11-22 01:28:27.596582,Drift eliminator damage,2,MEDIUM,3.921362821778953,3.921362821778953,2024-11-22 05:23:44.502740,1.1183012148475222,0.939692694668675,1.050859482031321
147,FCU_025,FCU,2025-05-24 19:40:13.177093,Fan motor failure,2,MEDIUM,5.004959187116832,5.004959187116832,2025-05-25 00:40:31.030167,1.1870204787621432,0.9984393335864109,1.1851679357686966
147,FCU_021,FCU,2025-05-26 01:04:06.705152,Fan motor failure,2,MEDIUM,4.793679438760513,4.793679438760513,2025-05-26 05:51:43.951132,0.9175275953707919,0.9521563327494039,0.8736297104046321
148,CT_001,CoolingTower,2024-09-13 05:16:33.029442,Water distribution system,3,HIGH,3.3135356564994414,3.3135356564994414,2024-09-13 08:35:21.757805,0.8819062715469765,1.057167498915502,0.9323226473692128
148,FCU_025,FCU,2024-11-06 02:54:34.024267,Fan motor failure,2,MEDIUM,3.1516528150204137,3.1516528150204137,2024-11-06 06:03:39.974401,1.1417320389569392,1.0207945006722388,1.1654737866085458
148,FCU_026,FCU,2024-12-18 22:44:10.930706,Fan motor failure,2,MEDIUM,3.207595005408399,3.207595005408399,2024-12-19 01:56:38.272725,0.955262720045884,1.1178866386249917,1.0678754311158598
148,FCU_005,FCU,2025-01-24 22:44:37.860076,Coil fouling,1,LOW,1.4295096835458585,1.4295096835458585,2025-01-25 00:10:24.094937,0.9433246111174878,1.1080981001462602,1.0452962094004978
148,HWP_001,HW_Pump,2025-02-24 04:52:09.717586,Bearing wear,3,HIGH,12.486355555658273,12.486355555658273,2025-02-24 17:21:20.597586,0.8771700296593449,1.073078649306013,0.9412724306385651
148,FCU_045,FCU,2025-05-05 04:19:46.872680,Thermostat failure,1,LOW,2.496862903275599,2.496862903275599,2025-05-05 06:49:35.579132,1.1622490734613522,0.9567121463389054,1.1119378056516145
148,FCU_041,FCU,2025-05-09 13:02:43.468826,Coil fouling,1,LOW,0.9702618867850151,0.9702618867850151,2025-05-09 14:00:56.411618,1.0213987445822668,1.0396741942112606,1.0619219167419613
149,FCU_019,FCU,2023-06-27 03:01:53.517988,Valve actuator,2,MEDIUM,4.9618951406687,4.9618951406687,2023-06-27 07:59:36.340494,0.8523133691837457,1.1012271403133085,0.9385906141970174
149,CHWP_002,CHW_Pump,2024-05-19 02:11:46.450896,Bearing wear,3,HIGH,7.629740556670854,7.629740556670854,2024-05-19 09:49:33.516900,1.0844699723970213,0.9910931323980237,1.074810741934562
149,FCU_006,FCU,2025-02-03 06:56:16.084483,Fan motor failure,2,MEDIUM,4.117122556855615,4.117122556855615,2025-02-03 11:03:17.725688,1.1108185328713003,1.0443316009567938,1.1600628968059619
149,FCU_011,FCU,2025-05-22 03:52:41.507907,Filter blockage,1,LOW,0.6242255113498423,0.6242255113498423,2025-05-22 04:30:08.719748,0.9051320670848528,0.9860334483308527,0.8924904933025102
149,FCU_020,FCU,2025-05-24 04:42:18.220714,Coil fouling,1,LOW,2.842759192185594,2.842759192185594,2025-05-24 07:32:52.153806,1.1858656677700636,0.9813563554219112,1.1637568097428006
150,HP_001,HeatPump,2023-07-22 14:59:05.246550,Refrigerant leak,3,HIGH,5.87961456487914,5.87961456487914,2023-07-22 20:51:51.858984,1.0575250707089165,1.0909148404230506,1.1536697937557931
150,FCU_002,FCU,2025-03-21 00:11:28.978434,Fan motor failure,2,MEDIUM,4.754905239699281,4.754905239699281,2025-03-21 04:56:46.637297,1.0119810595983723,0.9756058167797829,0.98729460821514
151,FCU_045,FCU,2024-06-02 13:30:36.076054,Coil fouling,1,LOW,1.6935484694711966,1.6935484694711966,2024-06-02 15:12:12.850544,0.9761051594012705,1.1182089919859717,1.0914895663664008
151,FCU_001,FCU,2025-02-19 02:30:33.073993,Coil fouling,1,LOW,2.9800497150658134,2.9800497150658134,2025-02-19 05:29:21.252967,0.9222848774236061,0.9667197597204356,0.8915910150967399
152,CHWP_002,CHW_Pump,2023-09-04 03:22:18.514785,Impeller damage,4,CRITICAL,9.745055779927048,9.745055779927048,2023-09-04 13:07:00.715593,1.0277050672601458,0.9091707935463835,0.9343594315325462
152,FCU_030,FCU,2023-11-26 04:40:55.528646,Thermostat failure,1,LOW,1.9861910796013595,1.9861910796013595,2023-11-26 06:40:05.816533,1.0267935316640082,0.9545583226250829,0.9801343112674806
152,HP_002,HeatPump,2024-04-22 03:56:15.862026,Refrigerant leak,3,HIGH,6.6477203550308595,6.6477203550308595,2024-04-22 10:35:07.655304,1.0001067566835529,1.011657534275489,1.0117655354787396
152,FCU_033,FCU,2024-09-10 02:41:51.619575,Coil fouling,1,LOW,2.35708047549967,2.35708047549967,2024-09-10 05:03:17.109287,1.095258150911011,1.0536437867998751,1.1540119456493068
152,HWP_002,HW_Pump,2024-12-04 02:18:57.283215,Impeller damage,4,CRITICAL,6.212613564553186,6.212613564553186,2024-12-04 08:31:42.692047,0.8057988137001189,0.9699406663538481,0.7815770383074336
152,FCU_022,FCU,2024-12-16 20:16:31.580185,Coil fouling,1,LOW,1.8322940239535277,1.8322940239535277,2024-12-16 22:06:27.838671,1.0613856815425144,0.9898315606244135,1.0505930455856338
152,FCU_008,FCU,2025-03-13 23:41:42.488671,Thermostat failure,1,LOW,1.4410116787314504,1.4410116787314504,2025-03-14 01:08:10.130714,0.8400049551399827,1.1419983064717876,0.9592842361977701
153,FCU_012,FCU,2024-11-09 14:28:52.836720,Thermostat failure,1,LOW,2.196591791898291,2.196591791898291,2024-11-09 16:40:40.567171,1.1274781715588487,0.9510509480882865,1.0722891840098907
153,FCU_025,FCU,2025-02-14 09:32:50.181558,Filter blockage,1,LOW,1.0473350767022624,1.0473350767022624,2025-02-14 10:35:40.587834,1.0099214475576161,1.0166228465209195,1.0267092167785512
153,FCU_043,FCU,2025-03-11 07:24:11.579492,Filter blockage,1,LOW,1.0533585374377776,1.0533585374377776,2025-03-11 08:27:23.670227,0.9928546320851528,1.0910466425778158,1.0832507129043385
154,FCU_030,FCU,2023-11-26 16:38:34.426013,Valve actuator,2,MEDIUM,1.900033431862894,1.900033431862894,2023-11-26 18:32:34.546368,0.9334106459840092,1.1171397324557881,1.0427501193259605
154,FCU_040,FCU,2024-04-07 18:12:31.671812,Fan motor failure,2,MEDIUM,2.6330939442702883,2.6330939442702883,2024-04-07 20:50:30.810011,0.8588458776180931,1.083056825861358,0.9301788901171641
154,FCU_046,FCU,2024-11-30 22:07:46.898637,Coil fouling,1,LOW,1.2772438273251652,1.2772438273251652,2024-11-30 23:24:24.976415,1.0629933452818747,1.0838626707845964,1.1521388062434654
154,HP_001,HeatPump,2025-01-17 07:56:57.034232,Control valve failure,3,HIGH,2.066174087685419,2.066174087685419,2025-01-17 10:00:55.260948,1.0244288145979863,0.9542360263030228,0.9775468812722986
154,FCU_011,FCU,2025-02-01 18:31:27.366629,Fan motor failure,2,MEDIUM,4.703551537961979,4.703551537961979,2025-02-01 23:13:40.152166,1.0217316745174947,1.030227122934361,1.0526156834490654
154,HWP_001,HW_Pump,2025-05-19 22:12:51.312720,Motor overheating,3,HIGH,6.7159670641040865,6.7159670641040865,2025-05-20 04:55:48.794151,0.939671936004292,0.9371760544112362,0.88063803742547
155,HWP_002,HW_Pump,2025-01-16 03:48:31.247168,Impeller damage,4,CRITICAL,11.357803548273692,11.357803548273692,2025-01-16 15:09:59.339942,0.8479827592991707,0.963937948071244,0.8174027609986342
155,HP_001,HeatPump,2025-03-23 19:40:51.543454,Refrigerant leak,3,HIGH,5.778756930492192,5.778756930492192,2025-03-24 01:27:35.068404,0.9151905523993503,0.9578890195641349,0.8766509809521726
157,FCU_040,FCU,2024-11-18 16:56:45.722328,Valve actuator,2,MEDIUM,4.23516873761532,4.23516873761532,2024-11-18 21:10:52.329783,0.9742727259122953,0.963463155795525,0.9386758751129686
157,HP_001,HeatPump,2025-02-07 15:01:33.226260,Sensor malfunction,1,LOW,3.1207044048180372,3.1207044048180372,2025-02-07 18:08:47.762117,1.1266468712869768,0.9317878013711912,1.0497958111182235
157,CHWP_001,CHW_Pump,2025-03-15 00:02:03.451366,Bearing wear,3,HIGH,7.465847019214524,7.465847019214524,2025-03-15 07:30:00.500635,0.8422795141167634,1.0196008473271208,0.8587889062797275
157,HWP_002,HW_Pump,2025-03-24 18:51:59.288415,Impeller damage,4,CRITICAL,8.338485178344813,8.338485178344813,2025-03-25 03:12:17.835057,0.8708715738296368,1.032983125033883,0.8995956398377142
158,FCU_022,FCU,2023-06-22 15:52:23.460418,Filter blockage,1,LOW,1.1791334901338562,1.1791334901338562,2023-06-22 17:03:08.340982,0.9708180982494494,0.946510673006904,0.918889691541369
158,FCU_012,FCU,2024-12-09 11:13:04.515084,Filter blockage,1,LOW,1.3767264482559933,1.3767264482559933,2024-12-09 12:35:40.730298,0.9381446066393319,0.9179981065979399,0.8612149726099758
158,FCU_042,FCU,2025-01-22 21:24:20.880909,Coil fouling,1,LOW,1.6533771976828873,1.6533771976828873,2025-01-22 23:03:33.038821,1.258616730534333,1.0940722524832802,1.3770176413888393
159,HP_001,HeatPump,2024-01-03 21:06:11.990376,Refrigerant leak,3,HIGH,5.857417750229418,5.857417750229418,2024-01-04 02:57:38.694277,0.9454120123431303,1.0862298154555634,1.0269347156969513
159,FCU_020,FCU,2024-04-27 00:37:00.321452,Coil fouling,1,LOW,2.440670158337493,2.440670158337493,2024-04-27 03:03:26.734022,0.9999519469407356,1.078205773584892,1.0781539624989547
159,FCU_013,FCU,2024-05-24 22:44:37.040999,Coil fouling,1,LOW,2.479210473006964,2.479210473006964,2024-05-25 01:13:22.198702,1.0924208614583528,1.1108963564532197,1.2135663547075717
159,FCU_027,FCU,2024-06-10 21:43:15.125305,Coil fouling,1,LOW,2.2273806898026507,2.2273806898026507,2024-06-10 23:56:53.695788,1.0449468942845554,1.0979131237899478,1.1472609088985606
159,FCU_025,FCU,2024-08-21 11:41:55.981542,Valve actuator,2,MEDIUM,4.5876570859251595,4.5876570859251595,2024-08-21 16:17:11.547051,1.1736988521403047,1.121175719066154,1.3159226545155256
159,FCU_008,FCU,2024-11-25 21:47:01.341814,Fan motor failure,2,MEDIUM,3.2169489664485056,3.2169489664485056,2024-11-26 01:00:02.358093,1.0053477213156892,1.0922404764293,1.0980814741069593
159,FCU_037,FCU,2024-12-17 02:52:13.196371,Filter blockage,1,LOW,1.331667375251253,1.331667375251253,2024-12-17 04:12:07.198922,0.8,0.9675564057887034,0.7740451246309628
160,FCU_031,FCU,2023-10-30 22:05:41.463755,Coil fouling,1,LOW,1.8854250895197555,1.8854250895197555,2023-10-30 23:58:48.994077,0.8418732550753076,0.9049220189697791,0.7618296456994073
160,FCU_029,FCU,2024-04-25 09:29:39.152219,Fan motor failure,2,MEDIUM,4.012160634446701,4.012160634446701,2024-04-25 13:30:22.930503,0.8646862071402037,1.1496123968231793,0.9940539830903937
160,FCU_042,FCU,2024-05-23 16:11:54.457888,Fan motor failure,2,MEDIUM,4.607147586396525,4.607147586396525,2024-05-23 20:48:20.189199,0.9907091583365375,1.1390925983375633,1.1285094693663869
160,FCU_030,FCU,2025-02-03 08:39:43.813410,Valve actuator,2,MEDIUM,1.605693776624451,1.605693776624451,2025-02-03 10:16:04.311006,0.9746086952950548,1.1221873471024684,1.0936935462361554
160,HWP_001,HW_Pump,2025-03-13 14:44:39.144360,Impeller damage,4,CRITICAL,7.001344350125708,7.001344350125708,2025-03-13 21:44:43.984020,1.179796047850033,1.0457615223980221,1.2337853111188202
160,HWP_002,HW_Pump,2025-05-14 10:03:10.603166,Seal leakage,2,MEDIUM,4.032192022458534,4.032192022458534,2025-05-14 14:05:06.494447,1.1125803863890682,0.9974193358105602,1.109709190028041
161,HP_001,HeatPump,2024-06-02 16:30:42.655165,Refrigerant leak,3,HIGH,8.824804397206771,8.824804397206771,2024-06-03 01:20:11.950995,0.8226403457664739,1.0420323686783193,0.8572178680693904
161,FCU_031,FCU,2024-12-08 08:40:18.523628,Valve actuator,2,MEDIUM,1.4135181300282098,1.4135181300282098,2024-12-08 10:05:07.188896,1.178215211234901,1.1164193448868411,1.3153822542625793
161,FCU_050,FCU,2025-03-19 04:41:05.310868,Coil fouling,1,LOW,1.6873456530820827,1.6873456530820827,2025-03-19 06:22:19.755219,0.9310399065041521,1.0514364237460563,0.9789292696595884
161,FCU_025,FCU,2025-03-24 11:30:25.341665,Thermostat failure,1,LOW,2.0753283102714315,2.0753283102714315,2025-03-24 13:34:56.523582,0.8933038305746447,0.9381004952746725,0.8380087658928363
161,FCU_036,FCU,2025-04-28 08:05:08.794770,Fan motor failure,2,MEDIUM,3.0281106503138924,3.0281106503138924,2025-04-28 11:06:49.993111,0.9323988312668195,1.1199522786908043,1.0442421957259174
162,FCU_010,FCU,2023-12-05 18:16:23.820383,Coil fouling,1,LOW,1.8753456406580797,1.8753456406580797,2023-12-05 20:08:55.064689,0.9774000117503769,0.9632162551479354,0.9414475790997462
162,HP_002,HeatPump,2024-05-14 11:08:05.058005,Sensor malfunction,1,LOW,1.9044257699788099,1.9044257699788099,2024-05-14 13:02:20.990777,1.084127095730299,1.028000340322586,1.1144830233636842
163,FCU_036,FCU,2024-05-30 21:22:46.923422,Thermostat failure,1,LOW,2.4268774319601563,2.4268774319601563,2024-05-30 23:48:23.682177,0.9231638238431866,0.9607453685962009,0.8869253682129006
163,FCU_038,FCU,2024-08-26 12:02:12.599637,Valve actuator,2,MEDIUM,3.7775689370553813,3.7775689370553813,2024-08-26 15:48:51.847810,1.0420907039141134,0.941696681701496,0.9813333579078968
163,FCU_003,FCU,2025-03-28 03:40:33.537062,Thermostat failure,1,LOW,2.6498988202464195,2.6498988202464195,2025-03-28 06:19:33.172815,0.979944197719412,0.9555777807360906,0.9364129017019245
164,FCU_025,FCU,2025-01-03 22:35:52.707322,Thermostat failure,1,LOW,2.125783694188682,2.125783694188682,2025-01-04 00:43:25.528621,1.1219192410602983,1.0428983014645068,1.1700476708821337
164,HP_001,HeatPump,2025-03-23 01:41:59.418631,Refrigerant leak,3,HIGH,6.367418594841764,6.367418594841764,2025-03-23 08:04:02.125572,0.9977385923680875,1.0286968682904631,1.0263705653415867
164,FCU_041,FCU,2025-04-25 23:40:19.465145,Coil fouling,1,LOW,1.6336379640111427,1.6336379640111427,2025-04-26 01:18:20.561815,0.9133796907416007,0.9208081400139579,0.8410474541582975
164,FCU_042,FCU,2025-04-26 10:52:13.337302,Coil fouling,1,LOW,2.818505954288649,2.818505954288649,2025-04-26 13:41:19.958737,0.990942409616197,0.9384825938643507,0.9299822029467985
165,FCU_029,FCU,2023-10-23 13:13:28.270717,Valve actuator,2,MEDIUM,6.683192849535147,6.683192849535147,2023-10-23 19:54:27.764975,1.1420867442321745,1.1224891579486567,1.2819799878374964
165,FCU_048,FCU,2023-11-22 18:42:30.352357,Filter blockage,1,LOW,0.7388059583169645,0.7388059583169645,2023-11-22 19:26:50.053807,1.0098591423686067,1.025132154717015,1.0352390785770065
165,FCU_042,FCU,2025-04-16 15:00:55.786032,Filter blockage,1,LOW,1.0351206328758058,1.0351206328758058,2025-04-16 16:03:02.220310,1.0970227674788045,0.930311037030061,1.020572388458794
166,HWP_002,HW_Pump,2025-01-20 13:50:32.306222,Motor overheating,3,HIGH,9.008211109866936,9.008211109866936,2025-01-20 22:51:01.866218,1.055346607971236,1.138634965297215,1.2016545483438617
166,FCU_025,FCU,2025-04-07 13:07:36.685452,Fan motor failure,2,MEDIUM,4.903193338557016,4.903193338557016,2025-04-07 18:01:48.181471,0.9465599051840919,1.1441646924586624,1.083020422808657
166,FCU_002,FCU,2025-05-01 14:32:53.666369,Thermostat failure,1,LOW,2.56585169840873,2.56585169840873,2025-05-01 17:06:50.732483,1.148394166539331,1.1097024417079555,1.2743758106518681
166,FCU_012,FCU,2025-05-15 13:00:13.305914,Thermostat failure,1,LOW,2.0242954642922024,2.0242954642922024,2025-05-15 15:01:40.769585,1.0758716175287506,1.114793905277721,1.1993751220823343
167,FCU_004,FCU,2024-01-23 22:17:54.392181,Coil fouling,1,LOW,1.8665875352687937,1.8665875352687937,2024-01-24 00:09:54.107308,0.9441292529251537,0.9714328196961792,0.9171581423267292
167,FCU_035,FCU,2024-05-28 20:52:13.629683,Fan motor failure,2,MEDIUM,5.035447136886939,5.035447136886939,2024-05-29 01:54:21.239376,1.1769605720882725,0.9185516338805999,1.0810990565047283
167,FCU_046,FCU,2024-12-07 01:09:13.035090,Coil fouling,1,LOW,2.746829702236925,2.746829702236925,2024-12-07 03:54:01.622018,0.9035062334231811,1.0935186164480102,0.98800088632507
167,FCU_013,FCU,2025-02-23 05:05:12.708901,Filter blockage,1,LOW,0.7012855710892872,0.7012855710892872,2025-02-23 05:47:17.336957,0.9244938797958944,1.0699962686826998,0.9892050018015994
167,FCU_010,FCU,2025-03-14 11:28:58.790512,Filter blockage,1,LOW,0.7856362083781927,0.7856362083781927,2025-03-14 12:16:07.080862,0.9795568934710265,1.0403674465455515,1.0190991040065447
167,CHWP_001,CHW_Pump,2025-04-05 13:00:41.850599,Bearing wear,3,HIGH,5.487862485524235,5.487862485524235,2025-04-05 18:29:58.155547,1.1419622904801936,0.911647101650729,1.0410666123106964
167,FCU_032,FCU,2025-04-23 17:22:31.120068,Coil fouling,1,LOW,1.9745226153246775,1.9745226153246775,2025-04-23 19:20:59.401483,0.9144274365322308,1.1137946042390274,1.0184843447777243
168,FCU_012,FCU,2024-04-01 20:08:21.103859,Thermostat failure,1,LOW,1.6257502245277498,1.6257502245277498,2024-04-01 21:45:53.804667,1.0301634938401998,0.9904112574485443,1.020285521311858
168,FCU_044,FCU,2024-04-18 19:04:34.897528,Valve actuator,2,MEDIUM,2.3721149287181773,2.3721149287181773,2024-04-18 21:26:54.511271,0.8895867791571459,1.0698877110458596,0.9517579629290974
169,HP_001,HeatPump,2023-11-25 12:14:37.149175,Heat exchanger fouling,2,MEDIUM,3.848797886132107,3.848797886132107,2023-11-25 16:05:32.821565,1.0070303144484198,1.0555065812835929,1.0629271244523932
169,CT_001,CoolingTower,2024-09-07 03:12:12.500792,Control system fault,3,HIGH,2.561940916769108,2.561940916769108,2024-09-07 05:45:55.488092,1.2242275739499648,0.9403166146150339,1.151161527855007
169,FCU_012,FCU,2024-11-28 17:33:56.803914,Filter blockage,1,LOW,1.9506737840044437,1.9506737840044437,2024-11-28 19:30:59.229536,0.990718313853744,0.903377543495227,0.8949926766649285
169,HP_002,HeatPump,2024-12-05 21:00:10.910871,Compressor degradation,4,CRITICAL,8.161072499032107,8.161072499032107,2024-12-06 05:09:50.771868,1.0516588675960785,1.1049425034668257,1.1620225819546979
169,CHWP_001,CHW_Pump,2025-01-18 21:04:25.982601,Bearing wear,3,HIGH,9.001017236443388,9.001017236443388,2025-01-19 06:04:29.644652,1.0815462023990379,1.0695027616722905,1.156716650341949
169,FCU_011,FCU,2025-02-11 03:32:10.595960,Thermostat failure,1,LOW,1.6710845160455703,1.6710845160455703,2025-02-11 05:12:26.500218,0.8903818020085279,0.9271043684920115,0.8254768582678955
169,FCU_022,FCU,2025-05-05 14:04:15.858172,Coil fouling,1,LOW,2.1083286934151193,2.1083286934151193,2025-05-05 16:10:45.841468,0.9369488071329001,1.072878679125219,1.0052323986046954
170,FCU_028,FCU,2023-11-08 23:31:03.385273,Filter blockage,1,LOW,0.8332574778221452,0.8332574778221452,2023-11-09 00:21:03.112193,0.9652023173656822,0.941026347829325,0.908280811627029
170,HWP_001,HW_Pump,2024-05-19 18:31:33.088855,Impeller damage,4,CRITICAL,10.901436635505968,10.901436635505968,2024-05-20 05:25:38.260743,1.092927168177414,1.051848339503747,1.1495936270459453
170,FCU_048,FCU,2024-10-28 20:40:59.767956,Filter blockage,1,LOW,3.3685552474969622,3.3685552474969622,2024-10-29 00:03:06.566847,0.9616684422721863,1.122473602738133,1.0794474410368293
170,FCU_039,FCU,2024-11-14 07:59:08.528748,Filter blockage,1,LOW,1.0741770218174729,1.0741770218174729,2024-11-14 09:03:35.566027,1.0485857766676507,1.1411165835278998,1.196558619006939
170,FCU_040,FCU,2025-05-03 21:26:47.918852,Coil fouling,1,LOW,2.8292504895297133,2.8292504895297133,2025-05-04 00:16:33.220614,0.8880306759011111,1.0502703553260737,0.9326722935191133
170,FCU_045,FCU,2025-05-10 00:54:53.791515,Thermostat failure,1,LOW,2.135245803894089,2.135245803894089,2025-05-10 03:03:00.676409,0.9412684755132162,0.9793111609268451,0.9217947234986895
171,HP_001,HeatPump,2025-01-19 12:49:39.775612,Control valve failure,3,HIGH,1.728284623076325,1.728284623076325,2025-01-19 14:33:21.600255,0.8630276049087253,1.0039383654468814,0.8664265230076027
171,FCU_001,FCU,2025-02-20 14:21:57.716833,Fan motor failure,2,MEDIUM,5.111157406138767,5.111157406138767,2025-02-20 19:28:37.883495,1.124229426238047,0.9263668212849933,1.0414488399791915
171,FCU_037,FCU,2025-03-28 15:20:44.073568,Coil fouling,1,LOW,1.6179246704547012,1.6179246704547012,2025-03-28 16:57:48.602382,1.1156501738475286,0.9409306692780269,1.0497494647585022
172,HWP_001,HW_Pump,2024-01-21 00:17:47.544995,Impeller damage,4,CRITICAL,14.888900052428562,14.888900052428562,2024-01-21 15:11:07.585184,0.9464136819318523,0.9309965086433707,0.881107833610872
172,CT_001,CoolingTower,2024-05-05 11:33:16.592481,Fan motor failure,4,CRITICAL,8.20882400568927,8.20882400568927,2024-05-05 19:45:48.358901,1.1066736387295382,1.0059438457934857,1.1132515361818622
172,FCU_044,FCU,2024-06-22 13:17:55.448159,Coil fouling,1,LOW,1.1589787052220724,1.1589787052220724,2024-06-22 14:27:27.771498,0.9064021584023888,1.067410314540901,0.9675030130008455
172,FCU_043,FCU,2024-09-25 09:29:14.225136,Fan motor failure,2,MEDIUM,3.614942463669744,3.614942463669744,2024-09-25 13:06:08.018005,0.8380377522424536,0.9847157583382187,0.8252289807154839
172,FCU_020,FCU,2025-02-14 17:15:01.374099,Valve actuator,2,MEDIUM,2.666275441234822,2.666275441234822,2025-02-14 19:54:59.965687,0.9125207484040747,0.9764925173156138,0.8910696827118229
172,FCU_034,FCU,2025-03-01 13:46:16.417073,Filter blockage,1,LOW,1.149370266394031,1.149370266394031,2025-03-01 14:55:14.150032,1.1281128342644213,1.1322263011512737,1.2772790216204855
172,FCU_033,FCU,2025-05-24 21:15:46.999462,Fan motor failure,2,MEDIUM,5.702815403330492,5.702815403330492,2025-05-25 02:57:57.134914,1.0295218157583967,1.1142035103917842,1.1470968211429293
173,FCU_023,FCU,2023-11-19 01:22:33.033315,Coil fouling,1,LOW,2.052072436775054,2.052072436775054,2023-11-19 03:25:40.494087,1.0287863963413868,0.965639993764176,0.9934372893477659
173,HP_001,HeatPump,2023-11-21 19:38:50.982914,Heat exchanger fouling,2,MEDIUM,3.238898327253731,3.238898327253731,2023-11-21 22:53:11.016892,1.0764626485504865,0.9788982756231338,1.0537474304387826
173,FCU_014,FCU,2024-08-06 11:17:12.213000,Filter blockage,1,LOW,0.7515559657568754,0.7515559657568754,2024-08-06 12:02:17.814477,1.0638539029580696,1.0974681580854688,1.1675457833514298
173,HP_002,HeatPump,2024-09-20 18:57:18.491282,Sensor malfunction,1,LOW,1.7699187069568811,1.7699187069568811,2024-09-20 20:43:30.198627,1.0247610098896227,1.0717287114332987,1.0982657966560911
173,FCU_029,FCU,2024-10-28 22:39:51.118257,Fan motor failure,2,MEDIUM,7.476429762539508,7.476429762539508,2024-10-29 06:08:26.265402,0.8619786312891299,1.093020686606925,0.9421604754121422
173,HWP_001,HW_Pump,2024-11-11 00:30:57.790723,Seal leakage,2,MEDIUM,4.59832225460654,4.59832225460654,2024-11-11 05:06:51.750840,0.9590657682834479,1.095502702840655,1.0506591413564665
173,CT_001,CoolingTower,2025-01-07 12:36:24.800680,Fan motor failure,4,CRITICAL,13.653379882061063,13.653379882061063,2025-01-08 02:15:36.968255,1.1142187620415342,0.9860617189834958,1.0986884678223379
174,FCU_043,FCU,2024-01-07 15:17:11.619952,Coil fouling,1,LOW,1.80052325605178,1.80052325605178,2024-01-07 17:05:13.503674,0.8530438832293863,0.9885366914290976,0.843265177971407
174,FCU_037,FCU,2024-01-25 07:12:23.751412,Thermostat failure,1,LOW,1.2344877107694303,1.2344877107694303,2024-01-25 08:26:27.907171,1.198525959249438,1.0748692260018302,1.2882586701615444
174,FCU_034,FCU,2024-08-15 16:51:24.555877,Fan motor failure,2,MEDIUM,2.5713747021853774,2.5713747021853774,2024-08-15 19:25:41.504805,0.9356824504985328,1.0936993795229857,1.0233553155407922
174,FCU_002,FCU,2024-11-24 09:51:38.950795,Filter blockage,1,LOW,0.6932741308320418,0.6932741308320418,2024-11-24 10:33:14.737666,1.1789540924347688,1.0285374156517992,1.2125983954049695
