source_node,target_node,edge_type,weight
"('P', 486)","('P', 485)",paper-paper,0.30868531022241985
"('P', 486)","('P', 490)",paper-paper,0.2816412299929832
"('P', 486)","('P', 494)",paper-paper,0.2830225120880143
"('P', 486)","('P', 496)",paper-paper,0.33076576368017785
"('P', 138)","('KW', 'condition monitoring')",paper-topic,1.0
"('P', 138)","('P', 140)",paper-paper,0.3418688251309635
"('P', 550)","('P', 569)",paper-paper,0.32046214713488974
"('P', 550)","('P', 552)",paper-paper,0.2915205392213096
"('P', 550)","('P', 579)",paper-paper,0.418492713050785
"('P', 550)","('P', 577)",paper-paper,0.3318267417248475
"('P', 550)","('P', 565)",paper-paper,0.31249472875557066
"('P', 495)","('KW', 'digital twin')",paper-topic,1.0
"('P', 440)","('P', 426)",paper-paper,0.4824882504115568
"('P', 440)","('P', 446)",paper-paper,0.3057872107825593
"('P', 440)","('P', 449)",paper-paper,0.2973032877562851
"('P', 440)","('P', 451)",paper-paper,0.6109419584671506
"('P', 504)","('KW', 'digital twin')",paper-topic,1.0
"('P', 449)","('P', 426)",paper-paper,0.5260977398949607
"('P', 449)","('P', 444)",paper-paper,0.28103036459775305
"('P', 449)","('P', 446)",paper-paper,0.43072818206353963
"('P', 449)","('P', 451)",paper-paper,0.29111718935697933
"('P', 513)","('P', 524)",paper-paper,0.38252106307768097
"('P', 513)","('P', 517)",paper-paper,0.4923460958367999
"('P', 577)","('KW', 'digital twin')",paper-topic,1.0
"('P', 577)","('P', 547)",paper-paper,0.3341863388685435
"('P', 577)","('P', 552)",paper-paper,0.28409264317968713
"('P', 577)","('P', 569)",paper-paper,0.3508017978934948
"('P', 577)","('P', 579)",paper-paper,0.32843687758481954
"('P', 95)","('P', 30)",paper-paper,0.38877786894994965
"('P', 522)","('P', 517)",paper-paper,0.3187130908104463
"('P', 522)","('P', 524)",paper-paper,0.37434079098337975
"('P', 223)","('KW', 'digital twin')",paper-topic,1.0
"('P', 223)","('P', 289)",paper-paper,0.32351917461062274
"('P', 177)","('P', 569)",paper-paper,0.37292436314867505
"('P', 177)","('P', 574)",paper-paper,0.3413819766555953
"('P', 186)","('P', 572)",paper-paper,0.42074501268558356
"('P', 424)","('P', 426)",paper-paper,0.2832983081459518
"('P', 488)","('KW', 'digital twin')",paper-topic,1.0
"('P', 488)","('P', 496)",paper-paper,0.2978798878189005
"('P', 433)","('P', 421)",paper-paper,0.45926568871591517
"('P', 259)","('KW', 'digital twin')",paper-topic,1.0
"('P', 259)","('P', 469)",paper-paper,0.28602857954024796
"('P', 259)","('P', 496)",paper-paper,0.30991972467556544
"('P', 259)","('P', 289)",paper-paper,0.32507305539008013
"('P', 552)","('P', 569)",paper-paper,0.28726558832283255
"('P', 497)","('KW', 'digital twin')",paper-topic,1.0
"('P', 497)","('P', 496)",paper-paper,0.28884301807326085
"('P', 442)","('P', 426)",paper-paper,0.35407505200683415
"('P', 506)","('P', 524)",paper-paper,0.2856769287706968
"('P', 451)","('P', 426)",paper-paper,0.5089563610642359
"('P', 451)","('P', 446)",paper-paper,0.30628523085266246
"('P', 515)","('P', 524)",paper-paper,0.32912663556257094
"('P', 152)","('KW', 'condition monitoring')",paper-topic,1.0
"('P', 152)","('KW', 'digital twin')",paper-topic,1.0
"('P', 579)","('P', 558)",paper-paper,0.3600178919027101
"('P', 579)","('P', 563)",paper-paper,0.3132456366269871
"('P', 579)","('P', 569)",paper-paper,0.33098086007201344
"('P', 524)","('P', 503)",paper-paper,0.39648284759058117
"('P', 524)","('P', 510)",paper-paper,0.43353906891991967
"('P', 524)","('P', 517)",paper-paper,0.31249111922531925
"('P', 524)","('P', 538)",paper-paper,0.3243073501849687
"('P', 289)","('KW', 'digital twin')",paper-topic,1.0
"('P', 289)","('P', 474)",paper-paper,0.2990971251206943
"('P', 289)","('P', 476)",paper-paper,0.28846887522611764
"('P', 179)","('P', 556)",paper-paper,0.3748412829471884
"('P', 124)","('KW', 'condition monitoring')",paper-topic,1.0
"('P', 124)","('KW', 'digital twin')",paper-topic,1.0
"('P', 426)","('P', 423)",paper-paper,0.3403690082197443
"('P', 426)","('P', 446)",paper-paper,0.6017907511996021
"('P', 426)","('P', 444)",paper-paper,0.5341789999969642
"('P', 426)","('P', 439)",paper-paper,0.383746075150282
"('P', 426)","('P', 437)",paper-paper,0.4570503939258761
"('P', 490)","('KW', 'digital twin')",paper-topic,1.0
"('P', 490)","('P', 492)",paper-paper,0.2881117289907584
"('P', 490)","('P', 496)",paper-paper,0.34691915635137455
"('P', 490)","('P', 494)",paper-paper,0.34957851250163746
"('P', 554)","('P', 181)",paper-paper,0.418467878668184
"('P', 499)","('KW', 'digital twin')",paper-topic,1.0
"('P', 444)","('P', 446)",paper-paper,0.3214639816832253
"('P', 81)","('P', 151)",paper-paper,0.42493152477618357
"('P', 81)","('P', 140)",paper-paper,0.36527834457310215
"('P', 572)","('P', 551)",paper-paper,0.30929755076530996
"('KW', 'digital twin')","('P', 53)",paper-topic,1.0
"('KW', 'digital twin')","('P', 83)",paper-topic,1.0
"('KW', 'digital twin')","('P', 240)",paper-topic,1.0
"('KW', 'digital twin')","('P', 275)",paper-topic,1.0
"('KW', 'digital twin')","('P', 282)",paper-topic,1.0
"('KW', 'digital twin')","('P', 291)",paper-topic,1.0
"('KW', 'digital twin')","('P', 467)",paper-topic,1.0
"('KW', 'digital twin')","('P', 469)",paper-topic,1.0
"('KW', 'digital twin')","('P', 474)",paper-topic,1.0
"('KW', 'digital twin')","('P', 476)",paper-topic,1.0
"('KW', 'digital twin')","('P', 478)",paper-topic,1.0
"('KW', 'digital twin')","('P', 485)",paper-topic,1.0
"('KW', 'digital twin')","('P', 487)",paper-topic,1.0
"('KW', 'digital twin')","('P', 492)",paper-topic,1.0
"('KW', 'digital twin')","('P', 494)",paper-topic,1.0
"('KW', 'digital twin')","('P', 496)",paper-topic,1.0
"('P', 547)","('P', 569)",paper-paper,0.32765222091883467
"('P', 492)","('P', 275)",paper-paper,0.2928327735674483
"('P', 492)","('P', 487)",paper-paper,0.3033572129720044
"('P', 492)","('P', 496)",paper-paper,0.29489055279118115
"('P', 492)","('P', 494)",paper-paper,0.368207760488824
"('P', 446)","('P', 439)",paper-paper,0.290636131882653
"('P', 28)","('P', 421)",paper-paper,0.3444723281259167
"('P', 574)","('P', 549)",paper-paper,0.3037027127586435
"('P', 574)","('P', 569)",paper-paper,0.2921614611958522
"('P', 156)","('KW', 'condition monitoring')",paper-topic,1.0
"('P', 156)","('P', 142)",paper-paper,0.34540045566713684
"('P', 275)","('P', 494)",paper-paper,0.3046012695559217
"('P', 275)","('P', 469)",paper-paper,0.45960102700405214
"('P', 275)","('P', 496)",paper-paper,0.37956438950107496
"('P', 467)","('P', 478)",paper-paper,0.28044722823972895
"('KW', 'condition monitoring')","('P', 140)",paper-topic,1.0
"('KW', 'condition monitoring')","('P', 142)",paper-topic,1.0
"('KW', 'condition monitoring')","('P', 151)",paper-topic,1.0
"('KW', 'condition monitoring')","('P', 158)",paper-topic,1.0
"('P', 549)","('P', 569)",paper-paper,0.3039812977582493
"('P', 494)","('P', 496)",paper-paper,0.3686234801653692
"('P', 140)","('P', 151)",paper-paper,0.3750705547375256
"('P', 542)","('P', 551)",paper-paper,0.57768846170991
"('P', 487)","('P', 496)",paper-paper,0.3275482065633467
