run_id,asset_id,asset_type,failure_time,fault_type,severity,severity_category,repair_time_h,total_downtime_h,restoration_time
216,FCU_011,FCU,2025-04-23 04:01:27.157139,Fan motor failure,2,MEDIUM,4.666192252948193,4.666192252948193,2025-04-23 08:41:25.449250
217,HWP_002,HW_Pump,2025-02-02 21:10:23.456839,Impeller damage,4,CRITICAL,10.966821909636897,10.966821909636897,2025-02-03 08:08:24.015714
217,FCU_002,FCU,2025-02-19 14:52:29.712735,Fan motor failure,2,MEDIUM,3.0495102581310443,3.0495102581310443,2025-02-19 17:55:27.949664
217,FCU_041,FCU,2025-04-09 06:38:41.723626,Fan motor failure,2,MEDIUM,4.563392327273209,4.563392327273209,2025-04-09 11:12:29.936004
218,FCU_007,FCU,2024-05-03 04:30:35.855766,Thermostat failure,1,LOW,1.9646346050806072,1.9646346050806072,2024-05-03 06:28:28.540344
218,FCU_043,FCU,2024-08-25 14:07:08.205791,Filter blockage,1,LOW,0.5889456538963735,0.5889456538963735,2024-08-25 14:42:28.410145
218,FCU_024,FCU,2024-12-19 02:48:39.745825,Coil fouling,1,LOW,1.420855283311688,1.420855283311688,2024-12-19 04:13:54.824845
219,FCU_028,FCU,2023-12-07 19:52:07.289655,Fan motor failure,2,MEDIUM,4.271575802774952,4.271575802774952,2023-12-08 00:08:24.962545
219,CHWP_003,CHW_Pump,2024-03-15 18:57:53.150642,Motor overheating,3,HIGH,11.968828863849701,11.968828863849701,2024-03-16 06:56:00.934552
219,HP_002,HeatPump,2024-08-07 15:01:06.949196,Heat exchanger fouling,2,MEDIUM,4.7544594901237724,4.7544594901237724,2024-08-07 19:46:23.003360
219,FCU_013,FCU,2024-11-02 17:52:49.586877,Filter blockage,1,LOW,1.159528511622171,1.159528511622171,2024-11-02 19:02:23.889519
219,FCU_030,FCU,2024-12-23 05:47:38.787941,Thermostat failure,1,LOW,2.5941150007505835,2.5941150007505835,2024-12-23 08:23:17.601944
219,FCU_027,FCU,2025-01-28 18:41:43.991654,Coil fouling,1,LOW,1.3964068329098125,1.3964068329098125,2025-01-28 20:05:31.056252
219,FCU_050,FCU,2025-03-29 03:11:34.733250,Valve actuator,2,MEDIUM,1.8207035270401746,1.8207035270401746,2025-03-29 05:00:49.265947
219,FCU_025,FCU,2025-05-05 16:18:30.951400,Fan motor failure,2,MEDIUM,3.8054121530510567,3.8054121530510567,2025-05-05 20:06:50.435151
219,HP_002,HeatPump,2025-05-15 00:59:03.266608,Sensor malfunction,1,LOW,1.7650511046209139,1.7650511046209139,2025-05-15 02:44:57.450585
220,HP_002,HeatPump,2024-03-20 18:04:42.892314,Heat exchanger fouling,2,MEDIUM,3.8620898358697544,3.8620898358697544,2024-03-20 21:56:26.415723
220,FCU_050,FCU,2024-07-21 15:39:17.080923,Valve actuator,2,MEDIUM,4.18074245194579,4.18074245194579,2024-07-21 19:50:07.753750
220,FCU_010,FCU,2024-10-12 15:55:19.222427,Fan motor failure,2,MEDIUM,3.12902270120041,3.12902270120041,2024-10-12 19:03:03.704151
220,FCU_011,FCU,2025-03-08 04:26:54.340095,Thermostat failure,1,LOW,2.7022065410517535,2.7022065410517535,2025-03-08 07:09:02.283643
220,FCU_017,FCU,2025-05-23 16:22:40.350042,Coil fouling,1,LOW,1.8502595119637961,1.8502595119637961,2025-05-23 18:13:41.284285
221,FCU_031,FCU,2024-09-13 16:08:37.050158,Filter blockage,1,LOW,0.8527725189600934,0.8527725189600934,2024-09-13 16:59:47.031226
221,FCU_026,FCU,2025-05-01 06:13:55.628959,Filter blockage,1,LOW,1.2214384155678009,1.2214384155678009,2025-05-01 07:27:12.807255
222,HP_002,HeatPump,2024-06-05 11:09:02.174765,Control valve failure,3,HIGH,4.131518868372322,4.131518868372322,2024-06-05 15:16:55.642691
223,FCU_001,FCU,2023-08-31 21:45:04.529440,Coil fouling,1,LOW,2.4862914904742888,2.4862914904742888,2023-09-01 00:14:15.178806
223,FCU_042,FCU,2025-04-19 16:24:15.731324,Coil fouling,1,LOW,2.5738911570044976,2.5738911570044976,2025-04-19 18:58:41.739489
224,FCU_025,FCU,2024-05-17 11:43:59.848902,Thermostat failure,1,LOW,2.1670769232248945,2.1670769232248945,2024-05-17 13:54:01.325826
224,FCU_016,FCU,2024-09-14 01:30:50.850208,Fan motor failure,2,MEDIUM,4.700593886589077,4.700593886589077,2024-09-14 06:12:52.988200
224,FCU_022,FCU,2025-02-07 00:51:03.172817,Valve actuator,2,MEDIUM,4.3467869077721035,4.3467869077721035,2025-02-07 05:11:51.605685
224,CHWP_003,CHW_Pump,2025-02-23 11:14:13.504509,Bearing wear,3,HIGH,6.671423825382825,6.671423825382825,2025-02-23 17:54:30.630280
225,FCU_026,FCU,2023-02-15 11:57:54.247959,Coil fouling,1,LOW,2.4245617724104997,2.4245617724104997,2023-02-15 14:23:22.670340
225,HP_001,HeatPump,2024-07-31 04:51:41.782564,Control valve failure,3,HIGH,2.382376856067427,2.382376856067427,2024-07-31 07:14:38.339246
225,FCU_018,FCU,2024-09-11 15:30:03.737681,Coil fouling,1,LOW,2.3601802385594266,2.3601802385594266,2024-09-11 17:51:40.386540
225,CHWP_002,CHW_Pump,2025-03-10 02:30:05.619901,Impeller damage,4,CRITICAL,13.520677215842126,13.520677215842126,2025-03-10 16:01:20.057878
225,HWP_002,HW_Pump,2025-03-29 10:03:57.979227,Impeller damage,4,CRITICAL,11.117918680708232,11.117918680708232,2025-03-29 21:11:02.486478
226,HWP_001,HW_Pump,2023-08-16 09:31:07.808184,Impeller damage,4,CRITICAL,8.356489497569614,8.356489497569614,2023-08-16 17:52:31.170375
226,CHWP_002,CHW_Pump,2024-09-27 06:36:04.716263,Motor overheating,3,HIGH,3.5715203637706328,3.5715203637706328,2024-09-27 10:10:22.189573
226,HP_002,HeatPump,2024-10-19 18:16:26.509555,Compressor degradation,4,CRITICAL,15.896170742714613,15.896170742714613,2024-10-20 10:10:12.724229
226,FCU_001,FCU,2024-12-14 11:32:49.922622,Filter blockage,1,LOW,0.7002939059536393,0.7002939059536393,2024-12-14 12:14:50.980683
226,FCU_017,FCU,2025-02-26 07:07:46.529434,Fan motor failure,2,MEDIUM,4.643700554631773,4.643700554631773,2025-02-26 11:46:23.851431
226,FCU_003,FCU,2025-03-12 18:23:08.912745,Thermostat failure,1,LOW,2.272233508684577,2.272233508684577,2025-03-12 20:39:28.953376
226,FCU_038,FCU,2025-04-01 15:58:46.403282,Thermostat failure,1,LOW,2.493269169058069,2.493269169058069,2025-04-01 18:28:22.172291
227,FCU_043,FCU,2024-05-11 07:33:40.402365,Fan motor failure,2,MEDIUM,3.0619800243370494,3.0619800243370494,2024-05-11 10:37:23.530453
227,FCU_039,FCU,2024-06-14 23:17:37.940076,Coil fouling,1,LOW,1.9102922129526922,1.9102922129526922,2024-06-15 01:12:14.992043
227,FCU_024,FCU,2024-08-29 15:34:31.729905,Coil fouling,1,LOW,1.9755609109928614,1.9755609109928614,2024-08-29 17:33:03.749185
227,FCU_002,FCU,2024-11-09 07:53:04.626034,Filter blockage,1,LOW,1.2252260053584703,1.2252260053584703,2024-11-09 09:06:35.439653
227,HP_001,HeatPump,2025-01-08 00:45:06.460521,Refrigerant leak,3,HIGH,5.488751157274131,5.488751157274131,2025-01-08 06:14:25.964687
227,FCU_009,FCU,2025-01-08 14:42:58.322248,Coil fouling,1,LOW,2.1067528922911696,2.1067528922911696,2025-01-08 16:49:22.632660
228,FCU_002,FCU,2024-04-21 13:08:59.346450,Fan motor failure,2,MEDIUM,3.269687819571867,3.269687819571867,2024-04-21 16:25:10.222600
228,CT_001,CoolingTower,2024-05-20 07:07:35.593362,Fan motor failure,4,CRITICAL,12.26819956804181,12.26819956804181,2024-05-20 19:23:41.111807
228,FCU_030,FCU,2024-09-12 07:24:40.561910,Coil fouling,1,LOW,2.1165636298253228,2.1165636298253228,2024-09-12 09:31:40.190977
228,FCU_050,FCU,2025-03-26 14:35:16.844698,Coil fouling,1,LOW,2.502523227617479,2.502523227617479,2025-03-26 17:05:25.928317
228,FCU_023,FCU,2025-04-17 21:28:30.839676,Fan motor failure,2,MEDIUM,4.002133625557068,4.002133625557068,2025-04-18 01:28:38.520728
229,FCU_031,FCU,2024-01-06 22:38:29.040717,Thermostat failure,1,LOW,1.9199180402401717,1.9199180402401717,2024-01-07 00:33:40.745662
229,FCU_004,FCU,2024-12-07 03:21:34.838442,Coil fouling,1,LOW,1.8578001185382047,1.8578001185382047,2024-12-07 05:13:02.918869
229,FCU_032,FCU,2025-04-10 01:32:39.157518,Fan motor failure,2,MEDIUM,4.317385713043549,4.317385713043549,2025-04-10 05:51:41.746085
230,HWP_001,HW_Pump,2024-10-15 10:07:16.735279,Bearing wear,3,HIGH,5.9102568066205405,5.9102568066205405,2024-10-15 16:01:53.659783
230,FCU_048,FCU,2024-11-19 02:10:44.292727,Filter blockage,1,LOW,0.983110999852723,0.983110999852723,2024-11-19 03:09:43.492326
230,FCU_035,FCU,2025-01-29 06:55:01.398367,Fan motor failure,2,MEDIUM,3.8505782461461253,3.8505782461461253,2025-01-29 10:46:03.480053
230,FCU_013,FCU,2025-02-15 15:42:44.771744,Coil fouling,1,LOW,2.5331572946530154,2.5331572946530154,2025-02-15 18:14:44.138005
230,FCU_027,FCU,2025-02-20 01:02:51.138927,Coil fouling,1,LOW,1.1854997416564534,1.1854997416564534,2025-02-20 02:13:58.937997
231,CHWP_001,CHW_Pump,2024-01-31 23:34:15.829525,Impeller damage,4,CRITICAL,9.220316596144897,9.220316596144897,2024-02-01 08:47:28.969271
231,FCU_013,FCU,2024-02-11 02:21:28.242666,Thermostat failure,1,LOW,2.1094961282034843,2.1094961282034843,2024-02-11 04:28:02.428728
231,HWP_001,HW_Pump,2024-10-21 22:10:11.757623,Impeller damage,4,CRITICAL,6.8910443663923,6.8910443663923,2024-10-22 05:03:39.517342
231,FCU_035,FCU,2025-04-05 07:52:45.483686,Thermostat failure,1,LOW,1.3167968708707882,1.3167968708707882,2025-04-05 09:11:45.952421
231,HP_002,HeatPump,2025-04-18 21:15:56.781395,Compressor degradation,4,CRITICAL,10.48644454026465,10.48644454026465,2025-04-19 07:45:07.981740
232,FCU_007,FCU,2024-10-01 12:22:53.103278,Coil fouling,1,LOW,1.694665592735638,1.694665592735638,2024-10-01 14:04:33.899412
232,FCU_036,FCU,2024-10-09 06:33:46.009768,Thermostat failure,1,LOW,2.881450596866401,2.881450596866401,2024-10-09 09:26:39.231917
232,FCU_034,FCU,2024-11-19 07:17:37.626913,Filter blockage,1,LOW,0.6011807525707735,0.6011807525707735,2024-11-19 07:53:41.877622
232,FCU_013,FCU,2025-02-02 10:03:14.580335,Fan motor failure,2,MEDIUM,3.675798207787385,3.675798207787385,2025-02-02 13:43:47.453883
232,FCU_003,FCU,2025-04-08 05:51:02.282189,Fan motor failure,2,MEDIUM,5.285882509087802,5.285882509087802,2025-04-08 11:08:11.459222
232,FCU_047,FCU,2025-04-16 10:11:26.832021,Coil fouling,1,LOW,2.5125180380662506,2.5125180380662506,2025-04-16 12:42:11.896958
233,FCU_002,FCU,2023-08-12 10:43:56.070138,Valve actuator,2,MEDIUM,2.133913033052643,2.133913033052643,2023-08-12 12:51:58.157057
234,FCU_042,FCU,2023-12-12 12:57:57.102128,Fan motor failure,2,MEDIUM,3.5486734938141056,3.5486734938141056,2023-12-12 16:30:52.326706
234,FCU_027,FCU,2024-08-11 11:54:23.889624,Valve actuator,2,MEDIUM,2.349461226294642,2.349461226294642,2024-08-11 14:15:21.950039
234,FCU_004,FCU,2024-08-30 19:46:37.442556,Thermostat failure,1,LOW,2.1092594526302406,2.1092594526302406,2024-08-30 21:53:10.776585
234,FCU_022,FCU,2024-12-09 21:00:35.488645,Thermostat failure,1,LOW,2.3224192848941376,2.3224192848941376,2024-12-09 23:19:56.198071
234,FCU_036,FCU,2025-01-24 18:07:15.405042,Filter blockage,1,LOW,1.024369456442491,1.024369456442491,2025-01-24 19:08:43.135085
235,HP_001,HeatPump,2023-06-24 05:31:17.668513,Refrigerant leak,3,HIGH,6.1336391277815085,6.1336391277815085,2023-06-24 11:39:18.769373
235,FCU_045,FCU,2024-01-09 10:24:11.595802,Thermostat failure,1,LOW,1.5671106915911723,1.5671106915911723,2024-01-09 11:58:13.194292
235,FCU_020,FCU,2024-06-24 05:17:14.943431,Coil fouling,1,LOW,2.0816743129504913,2.0816743129504913,2024-06-24 07:22:08.970958
235,FCU_040,FCU,2024-09-01 17:16:55.948916,Fan motor failure,2,MEDIUM,3.0481107993219347,3.0481107993219347,2024-09-01 20:19:49.147794
235,FCU_034,FCU,2024-10-18 16:53:12.274138,Fan motor failure,2,MEDIUM,5.457776620096056,5.457776620096056,2024-10-18 22:20:40.269970
235,HP_002,HeatPump,2025-01-04 00:05:45.818954,Control valve failure,3,HIGH,2.0150044309491193,2.0150044309491193,2025-01-04 02:06:39.834905
235,FCU_033,FCU,2025-02-13 11:05:04.179486,Fan motor failure,2,MEDIUM,5.605988533908268,5.605988533908268,2025-02-13 16:41:25.738208
235,CT_001,CoolingTower,2025-05-08 06:15:57.430592,Fan motor failure,4,CRITICAL,10.497930953373771,10.497930953373771,2025-05-08 16:45:49.982024
236,CHWP_001,CHW_Pump,2023-12-20 11:31:38.601566,Seal leakage,2,MEDIUM,3.613025628077264,3.613025628077264,2023-12-20 15:08:25.493827
236,FCU_027,FCU,2024-08-08 22:41:20.148099,Coil fouling,1,LOW,1.9078655145575747,1.9078655145575747,2024-08-09 00:35:48.463951
236,FCU_021,FCU,2024-09-28 08:37:21.711292,Valve actuator,2,MEDIUM,2.0717873146191383,2.0717873146191383,2024-09-28 10:41:40.145625
236,CHWP_002,CHW_Pump,2024-10-31 21:59:43.802604,Bearing wear,3,HIGH,6.351551699727467,6.351551699727467,2024-11-01 04:20:49.388723
236,FCU_036,FCU,2025-02-18 07:42:37.619085,Fan motor failure,2,MEDIUM,4.1260034132015955,4.1260034132015955,2025-02-18 11:50:11.231373
236,FCU_038,FCU,2025-03-18 11:34:05.952113,Fan motor failure,2,MEDIUM,3.4359573641209167,3.4359573641209167,2025-03-18 15:00:15.398624
236,FCU_039,FCU,2025-04-23 21:19:29.928743,Thermostat failure,1,LOW,2.359883350817572,2.359883350817572,2025-04-23 23:41:05.508806
237,FCU_037,FCU,2023-11-14 09:27:58.320273,Fan motor failure,2,MEDIUM,4.524708152425945,4.524708152425945,2023-11-14 13:59:27.269622
237,FCU_021,FCU,2024-08-21 11:39:21.658118,Fan motor failure,2,MEDIUM,3.414698494709596,3.414698494709596,2024-08-21 15:04:14.572699
237,FCU_018,FCU,2024-12-15 13:01:03.598901,Valve actuator,2,MEDIUM,5.1471000445373685,5.1471000445373685,2024-12-15 18:09:53.159061
238,FCU_028,FCU,2023-10-21 20:02:02.420941,Coil fouling,1,LOW,1.8056783329378594,1.8056783329378594,2023-10-21 21:50:22.862940
238,CT_001,CoolingTower,2023-12-22 11:30:47.072962,Fan motor failure,4,CRITICAL,10.301229426219498,10.301229426219498,2023-12-22 21:48:51.498896
238,FCU_050,FCU,2024-10-23 20:00:32.381772,Coil fouling,1,LOW,2.0730469425920797,2.0730469425920797,2024-10-23 22:04:55.350765
239,FCU_038,FCU,2024-03-16 22:39:04.396606,Fan motor failure,2,MEDIUM,4.969061353635292,4.969061353635292,2024-03-17 03:37:13.017479
239,FCU_002,FCU,2024-06-01 00:33:43.539583,Coil fouling,1,LOW,2.283155951245658,2.283155951245658,2024-06-01 02:50:42.901007
239,FCU_018,FCU,2024-10-15 00:41:41.075851,Coil fouling,1,LOW,2.9321884276212127,2.9321884276212127,2024-10-15 03:37:36.954190
239,FCU_032,FCU,2024-10-26 17:18:37.812043,Coil fouling,1,LOW,1.5227905450990673,1.5227905450990673,2024-10-26 18:49:59.858005
239,FCU_022,FCU,2024-12-05 06:32:34.686761,Valve actuator,2,MEDIUM,1.6708687577494223,1.6708687577494223,2024-12-05 08:12:49.814289
239,HP_001,HeatPump,2025-04-26 17:59:06.214821,Sensor malfunction,1,LOW,1.8019869381052855,1.8019869381052855,2025-04-26 19:47:13.367798
239,HWP_001,HW_Pump,2025-05-17 20:54:15.909826,Motor overheating,3,HIGH,7.190286447316772,7.190286447316772,2025-05-18 04:05:40.941036
240,HWP_002,HW_Pump,2023-11-22 14:38:49.901317,Seal leakage,2,MEDIUM,3.7227530938144433,3.7227530938144433,2023-11-22 18:22:11.812455
240,FCU_013,FCU,2024-09-09 12:53:25.769902,Filter blockage,1,LOW,1.3648342730803216,1.3648342730803216,2024-09-09 14:15:19.173285
240,FCU_036,FCU,2024-10-04 20:05:56.875890,Valve actuator,2,MEDIUM,4.3281292513220775,4.3281292513220775,2024-10-05 00:25:38.141195
240,FCU_020,FCU,2025-01-27 16:40:11.914523,Filter blockage,1,LOW,0.7443304171492929,0.7443304171492929,2025-01-27 17:24:51.504025
240,FCU_003,FCU,2025-04-18 21:02:14.881135,Filter blockage,1,LOW,1.0621220012220036,1.0621220012220036,2025-04-18 22:05:58.520339
241,FCU_032,FCU,2024-05-07 00:12:28.779093,Fan motor failure,2,MEDIUM,4.850035534088516,4.850035534088516,2024-05-07 05:03:28.907016
241,FCU_035,FCU,2024-06-10 13:35:02.582937,Valve actuator,2,MEDIUM,1.9507348561655917,1.9507348561655917,2024-06-10 15:32:05.228419
241,FCU_037,FCU,2024-10-29 05:45:53.204164,Valve actuator,2,MEDIUM,3.459489497812001,3.459489497812001,2024-10-29 09:13:27.366356
241,FCU_008,FCU,2025-01-22 00:23:26.886250,Filter blockage,1,LOW,1.5160988486136604,1.5160988486136604,2025-01-22 01:54:24.842105
241,FCU_026,FCU,2025-04-30 10:30:56.419633,Filter blockage,1,LOW,0.9535207768940145,0.9535207768940145,2025-04-30 11:28:09.094430
242,FCU_022,FCU,2023-11-18 11:00:13.846595,Filter blockage,1,LOW,1.3723754193239532,1.3723754193239532,2023-11-18 12:22:34.398105
242,FCU_026,FCU,2024-08-14 15:58:36.585983,Filter blockage,1,LOW,0.9680916281157671,0.9680916281157671,2024-08-14 16:56:41.715844
242,FCU_007,FCU,2024-11-14 23:31:39.632624,Coil fouling,1,LOW,1.7575034887382717,1.7575034887382717,2024-11-15 01:17:06.645183
242,FCU_038,FCU,2024-11-23 03:04:11.719364,Fan motor failure,2,MEDIUM,2.950667390883931,2.950667390883931,2024-11-23 06:01:14.121971
242,FCU_033,FCU,2025-01-10 01:07:51.271311,Thermostat failure,1,LOW,1.6610593539442524,1.6610593539442524,2025-01-10 02:47:31.084985
242,FCU_044,FCU,2025-02-01 15:22:48.442262,Valve actuator,2,MEDIUM,2.357077064832721,2.357077064832721,2025-02-01 17:44:13.919695
242,FCU_032,FCU,2025-05-27 20:59:44.000637,Filter blockage,1,LOW,0.920763919063889,0.920763919063889,2025-05-27 21:54:58.750746
243,FCU_040,FCU,2024-08-03 05:25:03.059468,Coil fouling,1,LOW,1.8231286522443024,1.8231286522443024,2024-08-03 07:14:26.322616
243,FCU_006,FCU,2025-02-14 16:26:08.133570,Fan motor failure,2,MEDIUM,3.7087030504999237,3.7087030504999237,2025-02-14 20:08:39.464552
243,FCU_032,FCU,2025-03-13 15:02:39.823903,Coil fouling,1,LOW,1.2734248288537695,1.2734248288537695,2025-03-13 16:19:04.153287
243,FCU_003,FCU,2025-03-15 05:52:22.502297,Thermostat failure,1,LOW,1.9993202021286773,1.9993202021286773,2025-03-15 07:52:20.055025
243,FCU_047,FCU,2025-03-18 04:34:35.376726,Fan motor failure,2,MEDIUM,3.2166266026798445,3.2166266026798445,2025-03-18 07:47:35.232496
243,HWP_002,HW_Pump,2025-03-20 14:36:52.880633,Bearing wear,3,HIGH,11.415467253765044,11.415467253765044,2025-03-21 02:01:48.562747
243,FCU_043,FCU,2025-05-27 22:50:12.517874,Fan motor failure,2,MEDIUM,4.324875057756086,4.324875057756086,2025-05-28 03:09:42.068082
244,FCU_002,FCU,2023-07-12 00:04:18.236543,Fan motor failure,2,MEDIUM,2.6504146073702426,2.6504146073702426,2023-07-12 02:43:19.729130
244,FCU_034,FCU,2025-02-11 00:49:38.276227,Filter blockage,1,LOW,1.0169895775187534,1.0169895775187534,2025-02-11 01:50:39.438706
244,FCU_006,FCU,2025-03-20 22:44:46.543797,Valve actuator,2,MEDIUM,3.405536596119658,3.405536596119658,2025-03-21 02:09:06.475543
244,FCU_021,FCU,2025-05-22 20:02:31.622835,Coil fouling,1,LOW,1.269105377658278,1.269105377658278,2025-05-22 21:18:40.402195
245,FCU_037,FCU,2024-01-21 21:03:22.853126,Fan motor failure,2,MEDIUM,3.5153890305707804,3.5153890305707804,2024-01-22 00:34:18.253636
245,FCU_018,FCU,2024-05-29 21:31:55.707576,Coil fouling,1,LOW,2.094042013289147,2.094042013289147,2024-05-29 23:37:34.258824
245,FCU_023,FCU,2024-07-18 23:31:15.101494,Coil fouling,1,LOW,1.7577156166888033,1.7577156166888033,2024-07-19 01:16:42.877714
245,FCU_045,FCU,2024-11-06 09:55:23.755596,Thermostat failure,1,LOW,2.4888861453891455,2.4888861453891455,2024-11-06 12:24:43.745719
245,HWP_002,HW_Pump,2024-11-22 07:39:44.977943,Bearing wear,3,HIGH,8.13985911112103,8.13985911112103,2024-11-22 15:48:08.470743
245,FCU_049,FCU,2025-03-06 04:48:53.758264,Coil fouling,1,LOW,2.04500931801793,2.04500931801793,2025-03-06 06:51:35.791809
245,FCU_015,FCU,2025-03-26 03:16:06.410819,Valve actuator,2,MEDIUM,2.800144480024369,2.800144480024369,2025-03-26 06:04:06.930947
246,FCU_041,FCU,2024-07-08 15:01:48.181704,Filter blockage,1,LOW,1.1738998922152966,1.1738998922152966,2024-07-08 16:12:14.221316
246,FCU_018,FCU,2024-11-28 04:22:07.896744,Fan motor failure,2,MEDIUM,4.698317934475704,4.698317934475704,2024-11-28 09:04:01.841308
246,FCU_003,FCU,2025-04-23 23:33:47.519263,Fan motor failure,2,MEDIUM,4.704692794177262,4.704692794177262,2025-04-24 04:16:04.413322
247,FCU_008,FCU,2023-10-07 01:37:14.566420,Fan motor failure,2,MEDIUM,2.7743347221725085,2.7743347221725085,2023-10-07 04:23:42.171420
247,FCU_027,FCU,2024-02-20 00:25:11.771647,Valve actuator,2,MEDIUM,3.3165447187967243,3.3165447187967243,2024-02-20 03:44:11.332635
247,FCU_036,FCU,2024-04-01 05:43:58.285663,Fan motor failure,2,MEDIUM,5.9301005837512895,5.9301005837512895,2024-04-01 11:39:46.647765
247,FCU_023,FCU,2024-11-22 18:04:23.426272,Coil fouling,1,LOW,3.356196270548678,3.356196270548678,2024-11-22 21:25:45.732846
247,FCU_018,FCU,2024-11-25 05:15:44.496326,Coil fouling,1,LOW,2.258464008412941,2.258464008412941,2024-11-25 07:31:14.966756
247,FCU_012,FCU,2025-05-25 15:50:56.672895,Fan motor failure,2,MEDIUM,3.8040149953773623,3.8040149953773623,2025-05-25 19:39:11.126878
248,FCU_009,FCU,2024-01-21 21:00:53.933366,Fan motor failure,2,MEDIUM,6.827968834796239,6.827968834796239,2024-01-22 03:50:34.621171
248,FCU_016,FCU,2024-04-13 22:57:23.443479,Coil fouling,1,LOW,1.8453071194118715,1.8453071194118715,2024-04-14 00:48:06.549109
248,FCU_019,FCU,2024-07-24 08:02:24.798034,Filter blockage,1,LOW,0.8713927559758374,0.8713927559758374,2024-07-24 08:54:41.811956
248,FCU_006,FCU,2024-10-20 16:38:52.925037,Coil fouling,1,LOW,1.821711017527177,1.821711017527177,2024-10-20 18:28:11.084700
248,FCU_005,FCU,2024-11-16 16:10:09.164786,Filter blockage,1,LOW,1.5996134619026139,1.5996134619026139,2024-11-16 17:46:07.773249
248,FCU_018,FCU,2025-02-01 06:30:22.297184,Filter blockage,1,LOW,1.1893681854678801,1.1893681854678801,2025-02-01 07:41:44.022652
248,HP_002,HeatPump,2025-04-26 22:22:46.730514,Heat exchanger fouling,2,MEDIUM,2.9538698764960314,2.9538698764960314,2025-04-27 01:20:00.662069
248,CHWP_002,CHW_Pump,2025-05-23 13:36:15.840768,Seal leakage,2,MEDIUM,5.596348952008455,5.596348952008455,2025-05-23 19:12:02.696995
248,FCU_043,FCU,2025-05-29 18:50:47.552115,Filter blockage,1,LOW,0.7183673624393552,0.7183673624393552,2025-05-29 19:33:53.674620
249,FCU_038,FCU,2023-04-13 01:27:06.602618,Thermostat failure,1,LOW,1.754288968266066,1.754288968266066,2023-04-13 03:12:22.042904
249,FCU_043,FCU,2023-10-07 01:20:02.326929,Coil fouling,1,LOW,3.2295367179681325,3.2295367179681325,2023-10-07 04:33:48.659114
249,FCU_035,FCU,2024-10-21 16:03:42.336177,Thermostat failure,1,LOW,1.4085649061848409,1.4085649061848409,2024-10-21 17:28:13.169839
249,FCU_001,FCU,2025-05-15 13:18:54.250882,Thermostat failure,1,LOW,1.7204827003303074,1.7204827003303074,2025-05-15 15:02:07.988603
250,HP_001,HeatPump,2024-06-14 14:02:37.648461,Compressor degradation,4,CRITICAL,11.61840333947331,11.61840333947331,2024-06-15 01:39:43.900483
250,FCU_008,FCU,2024-07-14 21:08:52.587915,Filter blockage,1,LOW,1.5716677791855727,1.5716677791855727,2024-07-14 22:43:10.591920
250,FCU_003,FCU,2025-03-12 13:32:11.635230,Valve actuator,2,MEDIUM,4.1804587465563,4.1804587465563,2025-03-12 17:43:01.286718
250,FCU_007,FCU,2025-05-26 01:14:31.899117,Fan motor failure,2,MEDIUM,5.41134024990174,5.41134024990174,2025-05-26 06:39:12.724017
251,FCU_008,FCU,2023-08-09 13:51:06.391965,Filter blockage,1,LOW,0.8927960328382669,0.8927960328382669,2023-08-09 14:44:40.457683
251,CHWP_001,CHW_Pump,2024-05-13 16:40:28.998526,Impeller damage,4,CRITICAL,12.171085157809802,12.171085157809802,2024-05-14 04:50:44.905094
251,HP_002,HeatPump,2025-01-07 15:16:40.606243,Heat exchanger fouling,2,MEDIUM,4.684791665233916,4.684791665233916,2025-01-07 19:57:45.856238
251,FCU_040,FCU,2025-04-02 13:55:03.915126,Thermostat failure,1,LOW,1.6469289707879988,1.6469289707879988,2025-04-02 15:33:52.859421
251,FCU_030,FCU,2025-05-03 22:30:01.939734,Coil fouling,1,LOW,2.7779700268792396,2.7779700268792396,2025-05-04 01:16:42.631831
252,FCU_043,FCU,2024-01-26 15:41:28.859180,Valve actuator,2,MEDIUM,5.5399847361213865,5.5399847361213865,2024-01-26 21:13:52.804230
252,FCU_015,FCU,2024-03-13 22:28:53.244552,Fan motor failure,2,MEDIUM,4.631704339335321,4.631704339335321,2024-03-14 03:06:47.380174
252,FCU_022,FCU,2024-05-09 13:11:08.044064,Coil fouling,1,LOW,2.3213594874008066,2.3213594874008066,2024-05-09 15:30:24.938219
252,FCU_046,FCU,2025-01-07 17:27:16.546970,Fan motor failure,2,MEDIUM,3.0601189749950017,3.0601189749950017,2025-01-07 20:30:52.975280
252,FCU_009,FCU,2025-01-25 11:43:12.462079,Coil fouling,1,LOW,1.0650406627259172,1.0650406627259172,2025-01-25 12:47:06.608465
252,FCU_002,FCU,2025-03-08 06:26:20.272814,Filter blockage,1,LOW,0.6950351369822779,0.6950351369822779,2025-03-08 07:08:02.399307
252,FCU_049,FCU,2025-05-12 03:00:02.388132,Fan motor failure,2,MEDIUM,3.983711163751616,3.983711163751616,2025-05-12 06:59:03.748322
252,FCU_023,FCU,2025-05-19 18:34:20.614894,Valve actuator,2,MEDIUM,3.7765031812137813,3.7765031812137813,2025-05-19 22:20:56.026346
253,HP_002,HeatPump,2024-09-13 03:52:40.754937,Compressor degradation,4,CRITICAL,13.98035810895305,13.98035810895305,2024-09-13 17:51:30.044129
253,FCU_047,FCU,2024-11-06 21:26:16.339451,Fan motor failure,2,MEDIUM,3.34206016437507,3.34206016437507,2024-11-07 00:46:47.756043
